student_id,gender,is_active,attendance_min,attendance_max,assignment_min,assignment_max,cie_min,cie_max,see_min,see_max,credits_registered,credits_earned,sgpa,cgpa,failed_courses,backlog_courses,semester_result,registration_status,is_repeat,attendance_percentage,assignment_completion,lms_activity_score,cie_marks,see_marks,total_marks,grade_letter,grade_point,credit_points,credits_earned_marks,result,dropout_risk,has_registration,has_marks,failed_course_risk,backlog_risk,attendance_risk,assignment_risk,lms_risk,cgpa_risk,repeat_course_risk,credit_completion_ratio
ST000102,0,True,65,85,60,80,10,24,30,58,16.0,16.0,6.5,6.5,0,0,2,1,0,65.0,65.0,67.0,17.0,36.0,53.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000103,1,True,55,75,50,70,8,20,25,50,12.0,12.0,6.33,6.33,0,0,2,0,0,60.0,58.0,52.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,2,1,0,0,0,1,1,0,1,0,0.0
ST000103,1,True,55,75,50,70,8,20,25,50,12.0,12.0,6.33,6.33,0,0,2,1,0,61.0,63.0,52.0,19.0,46.0,65.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000103,1,True,55,75,50,70,8,20,25,50,12.0,12.0,6.33,6.33,0,0,2,1,0,66.0,53.0,52.0,16.0,34.0,50.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,1,0,1,0,1.0
ST000103,1,True,55,75,50,70,8,20,25,50,12.0,12.0,6.33,6.33,0,0,2,1,0,56.0,57.0,50.0,9.0,43.0,52.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,1,0,1,0,1.0
ST000104,0,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,0,0,29.0,33.0,17.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,0,1,0,0,1,1,1,1,1,0,0.0
ST000104,0,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,1,0,24.0,25.0,34.0,5.0,11.0,16.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000104,0,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,1,1,38.0,25.0,30.0,5.0,10.0,15.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,1,0.0
ST000104,0,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,1,1,30.0,20.0,17.0,5.0,2.0,7.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,1,0.0
ST000105,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.5,7.5,0,0,2,1,0,74.0,72.0,77.0,24.0,37.0,61.0,3,7.0,28.0,4.0,1,1,1,1,0,0,1,0,0,0,0,1.0
ST000105,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.5,7.5,0,0,2,1,0,65.0,61.0,56.0,15.0,46.0,61.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000105,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.5,7.5,0,0,2,1,0,77.0,64.0,67.0,22.0,56.0,78.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000105,1,True,65,85,60,80,10,24,30,58,16.0,16.0,7.5,7.5,0,0,2,1,0,73.0,70.0,63.0,23.0,53.0,76.0,0,8.0,32.0,4.0,1,1,1,1,0,0,1,0,0,0,0,1.0
ST000106,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,92.0,78.0,88.0,27.0,65.0,92.0,6,10.0,40.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000106,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,95.0,76.0,82.0,19.0,54.0,73.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000106,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,94.0,85.0,80.0,26.0,63.0,89.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000106,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,94.0,79.0,79.0,20.0,55.0,75.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000107,1,True,20,50,20,45,0,12,0,30,12.0,4.0,1.33,1.33,2,2,3,1,1,31.0,30.0,16.0,12.0,15.0,27.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,1,0.0
ST000107,1,True,20,50,20,45,0,12,0,30,12.0,4.0,1.33,1.33,2,2,3,1,0,21.0,24.0,7.0,0.0,20.0,20.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000107,1,True,20,50,20,45,0,12,0,30,12.0,4.0,1.33,1.33,2,2,3,0,0,37.0,34.0,26.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,0,1,0,0,1,1,1,1,1,0,0.0
ST000107,1,True,20,50,20,45,0,12,0,30,12.0,4.0,1.33,1.33,2,2,3,1,0,43.0,42.0,31.0,12.0,30.0,42.0,7,4.0,16.0,4.0,1,0,1,1,0,1,1,1,1,1,0,1.0
ST000108,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,73.0,69.0,65.0,22.0,35.0,57.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000108,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,70.0,69.0,68.0,10.0,42.0,52.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000108,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,83.0,74.0,77.0,21.0,31.0,52.0,2,6.0,24.0,4.0,1,1,1,1,0,0,0,0,0,1,0,1.0
ST000108,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,78.0,74.0,77.0,22.0,44.0,66.0,3,7.0,28.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
ST000109,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.5,6.5,0,0,2,1,0,76.0,79.0,67.0,24.0,45.0,69.0,3,7.0,28.0,4.0,1,2,1,1,0,0,0,0,0,0,0,1.0
ST000109,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.5,6.5,0,0,2,1,0,74.0,78.0,67.0,19.0,37.0,56.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000109,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.5,6.5,0,0,2,1,0,66.0,66.0,62.0,24.0,42.0,66.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000109,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.5,6.5,0,0,2,1,0,81.0,71.0,79.0,23.0,36.0,59.0,2,6.0,24.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000110,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,92.0,88.0,92.0,18.0,53.0,71.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000110,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,86.0,76.0,90.0,25.0,61.0,86.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000110,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,94.0,82.0,79.0,21.0,60.0,81.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000110,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.75,8.75,0,0,2,1,0,80.0,81.0,88.0,23.0,64.0,87.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000111,1,False,55,75,50,70,8,20,25,50,0.0,0.0,0.0,0.0,0,0,1,2,0,0.0,0.0,0.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,0,0,0,0,0,1,1,1,1,0,0.0
ST000112,1,True,40,65,35,60,4,16,15,40,16.0,8.0,2.5,2.5,2,2,3,1,0,48.0,35.0,44.0,5.0,21.0,26.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000112,1,True,40,65,35,60,4,16,15,40,16.0,8.0,2.5,2.5,2,2,3,1,0,58.0,52.0,48.0,13.0,19.0,32.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000112,1,True,40,65,35,60,4,16,15,40,16.0,8.0,2.5,2.5,2,2,3,1,0,61.0,48.0,47.0,6.0,37.0,43.0,7,4.0,16.0,4.0,1,0,1,1,0,1,1,1,1,1,0,1.0
ST000112,1,True,40,65,35,60,4,16,15,40,16.0,8.0,2.5,2.5,2,2,3,1,0,53.0,53.0,41.0,14.0,37.0,51.0,2,6.0,24.0,4.0,1,0,1,1,0,1,1,1,1,1,0,1.0
ST000113,0,True,65,85,60,80,10,24,30,58,12.0,12.0,6.67,6.67,0,0,2,1,0,65.0,70.0,52.0,22.0,40.0,62.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000113,0,True,65,85,60,80,10,24,30,58,12.0,12.0,6.67,6.67,0,0,2,0,0,77.0,76.0,76.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,1,1,0,0,0,0,0,0,0,0,0.0
ST000113,0,True,65,85,60,80,10,24,30,58,12.0,12.0,6.67,6.67,0,0,2,1,0,79.0,79.0,70.0,24.0,34.0,58.0,2,6.0,24.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000113,0,True,65,85,60,80,10,24,30,58,12.0,12.0,6.67,6.67,0,0,2,1,0,77.0,74.0,74.0,12.0,49.0,61.0,3,7.0,28.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000114,1,True,55,75,50,70,8,20,25,50,16.0,12.0,4.75,4.75,1,1,3,1,0,70.0,50.0,63.0,13.0,49.0,62.0,3,7.0,28.0,4.0,1,2,1,1,0,1,1,1,0,1,0,1.0
ST000114,1,True,55,75,50,70,8,20,25,50,16.0,12.0,4.75,4.75,1,1,3,1,0,75.0,59.0,60.0,14.0,25.0,39.0,5,0.0,0.0,0.0,0,2,1,1,1,1,0,1,0,1,0,0.0
ST000114,1,True,55,75,50,70,8,20,25,50,16.0,12.0,4.75,4.75,1,1,3,1,0,57.0,51.0,49.0,8.0,47.0,55.0,2,6.0,24.0,4.0,1,0,1,1,0,1,1,1,1,1,0,1.0
ST000114,1,True,55,75,50,70,8,20,25,50,16.0,12.0,4.75,4.75,1,1,3,1,0,59.0,58.0,64.0,15.0,38.0,53.0,2,6.0,24.0,4.0,1,2,1,1,0,1,1,1,0,1,0,1.0
ST000115,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.25,8.25,0,0,2,1,0,92.0,87.0,80.0,20.0,62.0,82.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000115,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.25,8.25,0,0,2,1,0,86.0,81.0,80.0,24.0,59.0,83.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000115,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.25,8.25,0,0,2,1,0,91.0,85.0,86.0,23.0,50.0,73.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000115,1,True,80,95,75,90,18,28,45,65,16.0,16.0,8.25,8.25,0,0,2,1,0,92.0,83.0,92.0,21.0,47.0,68.0,3,7.0,28.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000116,0,True,65,85,60,80,10,24,30,58,12.0,12.0,6.67,6.67,0,0,2,1,0,75.0,67.0,68.0,24.0,51.0,75.0,0,8.0,32.0,4.0,1,2,1,1,0,0,0,0,0,0,0,1.0
ST000116,0,True,65,85,60,80,10,24,30,58,12.0,12.0,6.67,6.67,0,0,2,0,0,77.0,63.0,80.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,1,1,0,0,0,0,0,0,0,0,0.0
ST000116,0,True,65,85,60,80,10,24,30,58,12.0,12.0,6.67,6.67,0,0,2,1,0,71.0,62.0,71.0,12.0,33.0,45.0,4,5.0,20.0,4.0,1,2,1,1,0,0,1,0,0,0,0,1.0
ST000116,0,True,65,85,60,80,10,24,30,58,12.0,12.0,6.67,6.67,0,0,2,1,0,78.0,73.0,76.0,14.0,48.0,62.0,3,7.0,28.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000117,1,True,55,75,50,70,8,20,25,50,16.0,16.0,5.75,5.75,0,0,2,1,0,61.0,66.0,52.0,14.0,40.0,54.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000117,1,True,55,75,50,70,8,20,25,50,16.0,16.0,5.75,5.75,0,0,2,1,0,66.0,68.0,65.0,13.0,34.0,47.0,4,5.0,20.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000117,1,True,55,75,50,70,8,20,25,50,16.0,16.0,5.75,5.75,0,0,2,1,0,71.0,51.0,57.0,15.0,41.0,56.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,1,0,1,0,1.0
ST000117,1,True,55,75,50,70,8,20,25,50,16.0,16.0,5.75,5.75,0,0,2,1,0,65.0,61.0,53.0,8.0,46.0,54.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000118,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,74.0,61.0,67.0,15.0,35.0,50.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000118,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,74.0,65.0,78.0,20.0,31.0,51.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000118,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,77.0,66.0,75.0,19.0,37.0,56.0,2,6.0,24.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
ST000118,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,75.0,68.0,75.0,11.0,47.0,58.0,2,6.0,24.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
ST000119,1,True,40,65,35,60,4,16,15,40,16.0,12.0,3.25,3.25,1,1,3,1,0,45.0,35.0,40.0,8.0,37.0,45.0,4,5.0,20.0,4.0,1,0,1,1,0,1,1,1,1,1,0,1.0
ST000119,1,True,40,65,35,60,4,16,15,40,16.0,12.0,3.25,3.25,1,1,3,1,0,45.0,38.0,38.0,13.0,31.0,44.0,7,4.0,16.0,4.0,1,0,1,1,0,1,1,1,1,1,0,1.0
ST000119,1,True,40,65,35,60,4,16,15,40,16.0,12.0,3.25,3.25,1,1,3,1,1,48.0,53.0,39.0,11.0,22.0,33.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,1,0.0
ST000119,1,True,40,65,35,60,4,16,15,40,16.0,12.0,3.25,3.25,1,1,3,1,0,65.0,51.0,50.0,9.0,34.0,43.0,7,4.0,16.0,4.0,1,0,1,1,0,1,1,1,0,1,0,1.0
ST000120,1,True,20,50,20,45,0,12,0,30,16.0,0.0,0.0,0.0,4,4,0,1,0,20.0,24.0,6.0,2.0,25.0,27.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000120,1,True,20,50,20,45,0,12,0,30,16.0,0.0,0.0,0.0,4,4,0,1,0,45.0,44.0,35.0,12.0,24.0,36.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000120,1,True,20,50,20,45,0,12,0,30,16.0,0.0,0.0,0.0,4,4,0,1,0,43.0,27.0,35.0,2.0,1.0,3.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000120,1,True,20,50,20,45,0,12,0,30,16.0,0.0,0.0,0.0,4,4,0,1,0,36.0,28.0,31.0,5.0,21.0,26.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000121,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.5,8.5,0,0,2,1,0,94.0,75.0,82.0,21.0,60.0,81.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000121,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.5,8.5,0,0,2,1,0,95.0,78.0,86.0,18.0,65.0,83.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000121,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.5,8.5,0,0,2,1,0,90.0,77.0,80.0,19.0,55.0,74.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000121,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.5,8.5,0,0,2,1,0,82.0,82.0,73.0,27.0,49.0,76.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000122,1,True,55,75,50,70,8,20,25,50,16.0,16.0,5.5,5.5,0,0,2,1,0,64.0,57.0,57.0,12.0,50.0,62.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,1,0,1,0,1.0
ST000122,1,True,55,75,50,70,8,20,25,50,16.0,16.0,5.5,5.5,0,0,2,1,1,66.0,65.0,51.0,15.0,27.0,42.0,7,4.0,16.0,4.0,1,2,1,1,0,0,1,0,0,1,1,1.0
ST000122,1,True,55,75,50,70,8,20,25,50,16.0,16.0,5.5,5.5,0,0,2,1,0,57.0,54.0,44.0,19.0,50.0,69.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,1,1,1,0,1.0
ST000122,1,True,55,75,50,70,8,20,25,50,16.0,16.0,5.5,5.5,0,0,2,1,0,71.0,57.0,61.0,8.0,33.0,41.0,7,4.0,16.0,4.0,1,2,1,1,0,0,1,1,0,1,0,1.0
ST000123,1,False,80,95,75,90,18,28,45,65,0.0,0.0,0.0,0.0,0,0,1,2,0,0.0,0.0,0.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,0,0,0,0,0,1,1,1,1,0,0.0
ST000124,1,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,0,0,29.0,21.0,27.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,0,1,0,0,1,1,1,1,1,0,0.0
ST000124,1,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,1,1,36.0,33.0,27.0,7.0,15.0,22.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,1,0.0
ST000124,1,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,1,0,33.0,34.0,31.0,4.0,22.0,26.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000124,1,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,1,1,30.0,32.0,20.0,1.0,0.0,1.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,1,0.0
ST000125,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.0,9.0,0,0,2,1,0,96.0,100.0,93.0,24.0,62.0,86.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000125,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.0,9.0,0,0,2,1,0,97.0,99.0,96.0,25.0,57.0,82.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000125,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.0,9.0,0,0,2,1,0,100.0,96.0,97.0,26.0,59.0,85.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000125,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.0,9.0,0,0,2,1,0,90.0,90.0,95.0,30.0,58.0,88.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000126,1,True,90,100,90,100,24,30,55,70,16.0,16.0,9.75,9.75,0,0,2,1,0,94.0,96.0,95.0,29.0,59.0,88.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000126,1,True,90,100,90,100,24,30,55,70,16.0,16.0,9.75,9.75,0,0,2,1,0,94.0,94.0,99.0,28.0,62.0,90.0,6,10.0,40.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000126,1,True,90,100,90,100,24,30,55,70,16.0,16.0,9.75,9.75,0,0,2,1,0,100.0,100.0,90.0,28.0,67.0,95.0,6,10.0,40.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000126,1,True,90,100,90,100,24,30,55,70,16.0,16.0,9.75,9.75,0,0,2,1,0,96.0,91.0,93.0,29.0,67.0,96.0,6,10.0,40.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000127,0,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,85.0,80.0,76.0,22.0,52.0,74.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000127,0,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,79.0,74.0,78.0,16.0,45.0,61.0,3,7.0,28.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000127,0,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,68.0,71.0,78.0,22.0,37.0,59.0,2,6.0,24.0,4.0,1,1,1,1,0,0,1,0,0,0,0,1.0
ST000127,0,True,65,85,60,80,10,24,30,58,16.0,16.0,7.25,7.25,0,0,2,1,0,82.0,72.0,72.0,22.0,48.0,70.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000128,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,67.0,61.0,60.0,11.0,37.0,48.0,4,5.0,20.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000128,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,71.0,60.0,69.0,20.0,56.0,76.0,0,8.0,32.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000128,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,72.0,68.0,79.0,10.0,37.0,47.0,4,5.0,20.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000128,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.0,6.0,0,0,2,1,0,84.0,66.0,76.0,10.0,40.0,50.0,2,6.0,24.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
ST000129,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.75,9.75,0,0,2,1,0,93.0,91.0,89.0,24.0,66.0,90.0,6,10.0,40.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000129,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.75,9.75,0,0,2,1,0,94.0,92.0,98.0,30.0,65.0,95.0,6,10.0,40.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000129,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.75,9.75,0,0,2,1,0,95.0,100.0,89.0,29.0,63.0,92.0,6,10.0,40.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000129,0,True,90,100,90,100,24,30,55,70,16.0,16.0,9.75,9.75,0,0,2,1,0,97.0,95.0,96.0,26.0,59.0,85.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000130,1,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,1,0,26.0,27.0,20.0,4.0,8.0,12.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000130,1,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,1,1,26.0,31.0,34.0,11.0,15.0,26.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,1,0.0
ST000130,1,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,0,0,48.0,28.0,33.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,0,1,0,0,1,1,1,1,1,0,0.0
ST000130,1,True,20,50,20,45,0,12,0,30,12.0,0.0,0.0,0.0,3,3,0,1,0,34.0,35.0,25.0,1.0,1.0,2.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,0.0
ST000131,1,True,55,75,50,70,8,20,25,50,12.0,8.0,3.0,3.0,1,1,3,1,0,65.0,58.0,59.0,8.0,25.0,33.0,5,0.0,0.0,0.0,0,0,1,1,1,1,1,1,0,1,0,0.0
ST000131,1,True,55,75,50,70,8,20,25,50,12.0,8.0,3.0,3.0,1,1,3,1,0,74.0,68.0,64.0,14.0,30.0,44.0,7,4.0,16.0,4.0,1,0,1,1,0,1,1,0,0,1,0,1.0
ST000131,1,True,55,75,50,70,8,20,25,50,12.0,8.0,3.0,3.0,1,1,3,0,0,61.0,58.0,49.0,18.0,46.0,63.0,8,7.0,28.0,4.0,2,0,1,0,0,1,1,1,1,1,0,0.0
ST000131,1,True,55,75,50,70,8,20,25,50,12.0,8.0,3.0,3.0,1,1,3,1,0,55.0,54.0,62.0,17.0,29.0,46.0,4,5.0,20.0,4.0,1,0,1,1,0,1,1,1,0,1,0,1.0
ST000132,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.0,8.0,0,0,2,1,0,89.0,81.0,79.0,21.0,59.0,80.0,1,9.0,36.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000132,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.0,8.0,0,0,2,1,0,81.0,86.0,86.0,19.0,46.0,65.0,3,7.0,28.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000132,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.0,8.0,0,0,2,1,0,85.0,75.0,90.0,24.0,54.0,78.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000132,0,True,80,95,75,90,18,28,45,65,16.0,16.0,8.0,8.0,0,0,2,1,0,93.0,77.0,79.0,18.0,59.0,77.0,0,8.0,32.0,4.0,1,1,1,1,0,0,0,0,0,0,0,1.0
ST000133,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,1,70.0,64.0,56.0,19.0,37.0,56.0,2,6.0,24.0,4.0,1,2,1,1,0,0,1,0,0,1,1,1.0
ST000133,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,85.0,72.0,71.0,24.0,32.0,56.0,2,6.0,24.0,4.0,1,1,1,1,0,0,0,0,0,1,0,1.0
ST000133,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,72.0,77.0,60.0,10.0,55.0,65.0,3,7.0,28.0,4.0,1,2,1,1,0,0,1,0,0,1,0,1.0
ST000133,1,True,65,85,60,80,10,24,30,58,16.0,16.0,6.25,6.25,0,0,2,1,0,81.0,72.0,71.0,17.0,39.0,56.0,2,6.0,24.0,4.0,1,2,1,1,0,0,0,0,0,1,0,1.0
