created_at,updated_at,profile_id,student_id,profile_name,attendance_min,attendance_max,assignment_min,assignment_max,cie_min,cie_max,see_min,see_max,dropout_probability
2026-07-30T21:22:50.602381,2026-07-30T21:22:50.602382,PRO000208,ST000208,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602386,2026-07-30T21:22:50.602388,PRO000209,ST000209,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602391,2026-07-30T21:22:50.602393,PRO000210,ST000210,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602396,2026-07-30T21:22:50.602398,PRO000211,ST000211,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602401,2026-07-30T21:22:50.602403,PRO000212,ST000212,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602406,2026-07-30T21:22:50.602408,PRO000213,ST000213,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602411,2026-07-30T21:22:50.602413,PRO000214,ST000214,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602416,2026-07-30T21:22:50.602418,PRO000215,ST000215,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602421,2026-07-30T21:22:50.602423,PRO000216,ST000216,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602426,2026-07-30T21:22:50.602428,PRO000217,ST000217,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602431,2026-07-30T21:22:50.602433,PRO000218,ST000218,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602438,2026-07-30T21:22:50.602440,PRO000219,ST000219,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602444,2026-07-30T21:22:50.602445,PRO000220,ST000220,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602449,2026-07-30T21:22:50.602450,PRO000221,ST000221,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602454,2026-07-30T21:22:50.602455,PRO000222,ST000222,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602459,2026-07-30T21:22:50.602460,PRO000223,ST000223,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602464,2026-07-30T21:22:50.602466,PRO000224,ST000224,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602469,2026-07-30T21:22:50.602471,PRO000225,ST000225,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602474,2026-07-30T21:22:50.602476,PRO000226,ST000226,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602479,2026-07-30T21:22:50.602481,PRO000227,ST000227,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602484,2026-07-30T21:22:50.602486,PRO000228,ST000228,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602489,2026-07-30T21:22:50.602491,PRO000229,ST000229,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602494,2026-07-30T21:22:50.602496,PRO000230,ST000230,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602499,2026-07-30T21:22:50.602503,PRO000231,ST000231,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602507,2026-07-30T21:22:50.602508,PRO000232,ST000232,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602512,2026-07-30T21:22:50.602514,PRO000233,ST000233,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602517,2026-07-30T21:22:50.602519,PRO000234,ST000234,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602522,2026-07-30T21:22:50.602524,PRO000235,ST000235,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602527,2026-07-30T21:22:50.602529,PRO000236,ST000236,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602532,2026-07-30T21:22:50.602534,PRO000237,ST000237,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602537,2026-07-30T21:22:50.602539,PRO000238,ST000238,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602543,2026-07-30T21:22:50.602544,PRO000239,ST000239,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602548,2026-07-30T21:22:50.602549,PRO000240,ST000240,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602553,2026-07-30T21:22:50.602554,PRO000241,ST000241,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602558,2026-07-30T21:22:50.602560,PRO000242,ST000242,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602563,2026-07-30T21:22:50.602565,PRO000243,ST000243,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602568,2026-07-30T21:22:50.602570,PRO000244,ST000244,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602573,2026-07-30T21:22:50.602575,PRO000245,ST000245,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602578,2026-07-30T21:22:50.602580,PRO000246,ST000246,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602585,2026-07-30T21:22:50.602587,PRO000247,ST000247,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602591,2026-07-30T21:22:50.602592,PRO000248,ST000248,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602596,2026-07-30T21:22:50.602597,PRO000249,ST000249,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602601,2026-07-30T21:22:50.602602,PRO000250,ST000250,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602606,2026-07-30T21:22:50.602608,PRO000251,ST000251,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602611,2026-07-30T21:22:50.602613,PRO000252,ST000252,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602616,2026-07-30T21:22:50.602618,PRO000253,ST000253,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.602621,2026-07-30T21:22:50.602623,PRO000254,ST000254,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602626,2026-07-30T21:22:50.602628,PRO000255,ST000255,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602631,2026-07-30T21:22:50.602635,PRO000256,ST000256,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602639,2026-07-30T21:22:50.602640,PRO000257,ST000257,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602644,2026-07-30T21:22:50.602646,PRO000258,ST000258,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602649,2026-07-30T21:22:50.602651,PRO000259,ST000259,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602654,2026-07-30T21:22:50.602656,PRO000260,ST000260,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602659,2026-07-30T21:22:50.602661,PRO000261,ST000261,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602665,2026-07-30T21:22:50.602666,PRO000262,ST000262,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602670,2026-07-30T21:22:50.602671,PRO000263,ST000263,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602675,2026-07-30T21:22:50.602676,PRO000264,ST000264,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602680,2026-07-30T21:22:50.602681,PRO000265,ST000265,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602685,2026-07-30T21:22:50.602701,PRO000266,ST000266,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.602707,2026-07-30T21:22:50.602710,PRO000267,ST000267,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602713,2026-07-30T21:22:50.602715,PRO000268,ST000268,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602719,2026-07-30T21:22:50.602721,PRO000269,ST000269,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602725,2026-07-30T21:22:50.602727,PRO000270,ST000270,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602731,2026-07-30T21:22:50.602733,PRO000271,ST000271,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.602737,2026-07-30T21:22:50.602738,PRO000272,ST000272,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602742,2026-07-30T21:22:50.602744,PRO000273,ST000273,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.602748,2026-07-30T21:22:50.602750,PRO000274,ST000274,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602754,2026-07-30T21:22:50.602756,PRO000275,ST000275,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.602762,2026-07-30T21:22:50.602764,PRO000276,ST000276,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.602768,2026-07-30T21:22:50.602771,PRO000277,ST000277,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603058,2026-07-30T21:22:50.603065,PRO000278,ST000278,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603078,2026-07-30T21:22:50.603082,PRO000279,ST000279,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603090,2026-07-30T21:22:50.603094,PRO000280,ST000280,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603112,2026-07-30T21:22:50.603118,PRO000281,ST000281,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603128,2026-07-30T21:22:50.603130,PRO000282,ST000282,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603134,2026-07-30T21:22:50.603136,PRO000283,ST000283,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603140,2026-07-30T21:22:50.603142,PRO000284,ST000284,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603146,2026-07-30T21:22:50.603148,PRO000285,ST000285,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.603152,2026-07-30T21:22:50.603153,PRO000286,ST000286,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603157,2026-07-30T21:22:50.603159,PRO000287,ST000287,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603163,2026-07-30T21:22:50.603165,PRO000288,ST000288,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603169,2026-07-30T21:22:50.603171,PRO000289,ST000289,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603174,2026-07-30T21:22:50.603176,PRO000290,ST000290,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603180,2026-07-30T21:22:50.603182,PRO000291,ST000291,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603186,2026-07-30T21:22:50.603188,PRO000292,ST000292,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603191,2026-07-30T21:22:50.603193,PRO000293,ST000293,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603197,2026-07-30T21:22:50.603199,PRO000294,ST000294,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603203,2026-07-30T21:22:50.603205,PRO000295,ST000295,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603209,2026-07-30T21:22:50.603210,PRO000296,ST000296,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603214,2026-07-30T21:22:50.603216,PRO000297,ST000297,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603220,2026-07-30T21:22:50.603222,PRO000298,ST000298,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603226,2026-07-30T21:22:50.603228,PRO000299,ST000299,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603231,2026-07-30T21:22:50.603233,PRO000300,ST000300,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603237,2026-07-30T21:22:50.603239,PRO000301,ST000301,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603243,2026-07-30T21:22:50.603245,PRO000302,ST000302,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603248,2026-07-30T21:22:50.603250,PRO000303,ST000303,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603256,2026-07-30T21:22:50.603259,PRO000304,ST000304,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603263,2026-07-30T21:22:50.603265,PRO000305,ST000305,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603268,2026-07-30T21:22:50.603270,PRO000306,ST000306,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603274,2026-07-30T21:22:50.603278,PRO000307,ST000307,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603282,2026-07-30T21:22:50.603284,PRO000308,ST000308,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603288,2026-07-30T21:22:50.603290,PRO000309,ST000309,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603294,2026-07-30T21:22:50.603296,PRO000310,ST000310,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603300,2026-07-30T21:22:50.603302,PRO000311,ST000311,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603306,2026-07-30T21:22:50.603308,PRO000312,ST000312,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.603312,2026-07-30T21:22:50.603313,PRO000313,ST000313,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603317,2026-07-30T21:22:50.603319,PRO000314,ST000314,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603323,2026-07-30T21:22:50.603325,PRO000315,ST000315,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603329,2026-07-30T21:22:50.603330,PRO000316,ST000316,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603334,2026-07-30T21:22:50.603336,PRO000317,ST000317,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603340,2026-07-30T21:22:50.603342,PRO000318,ST000318,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603346,2026-07-30T21:22:50.603348,PRO000319,ST000319,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603352,2026-07-30T21:22:50.603354,PRO000320,ST000320,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603357,2026-07-30T21:22:50.603359,PRO000321,ST000321,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603363,2026-07-30T21:22:50.603365,PRO000322,ST000322,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603369,2026-07-30T21:22:50.603371,PRO000323,ST000323,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603375,2026-07-30T21:22:50.603377,PRO000324,ST000324,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603380,2026-07-30T21:22:50.603382,PRO000325,ST000325,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603386,2026-07-30T21:22:50.603388,PRO000326,ST000326,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603392,2026-07-30T21:22:50.603394,PRO000327,ST000327,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603398,2026-07-30T21:22:50.603400,PRO000328,ST000328,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603404,2026-07-30T21:22:50.603405,PRO000329,ST000329,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603409,2026-07-30T21:22:50.603411,PRO000330,ST000330,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.603417,2026-07-30T21:22:50.603420,PRO000331,ST000331,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603426,2026-07-30T21:22:50.603428,PRO000332,ST000332,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.603432,2026-07-30T21:22:50.603436,PRO000333,ST000333,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603440,2026-07-30T21:22:50.603442,PRO000334,ST000334,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603446,2026-07-30T21:22:50.603448,PRO000335,ST000335,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603452,2026-07-30T21:22:50.603454,PRO000336,ST000336,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603458,2026-07-30T21:22:50.603459,PRO000337,ST000337,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.603463,2026-07-30T21:22:50.603465,PRO000338,ST000338,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603469,2026-07-30T21:22:50.603471,PRO000339,ST000339,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603475,2026-07-30T21:22:50.603477,PRO000340,ST000340,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603481,2026-07-30T21:22:50.603483,PRO000341,ST000341,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603487,2026-07-30T21:22:50.603489,PRO000342,ST000342,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603493,2026-07-30T21:22:50.603495,PRO000343,ST000343,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603498,2026-07-30T21:22:50.603500,PRO000344,ST000344,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603504,2026-07-30T21:22:50.603506,PRO000345,ST000345,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603510,2026-07-30T21:22:50.603512,PRO000346,ST000346,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603516,2026-07-30T21:22:50.603518,PRO000347,ST000347,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603522,2026-07-30T21:22:50.603523,PRO000348,ST000348,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603527,2026-07-30T21:22:50.603529,PRO000349,ST000349,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603533,2026-07-30T21:22:50.603535,PRO000350,ST000350,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603539,2026-07-30T21:22:50.603541,PRO000351,ST000351,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603545,2026-07-30T21:22:50.603546,PRO000352,ST000352,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603550,2026-07-30T21:22:50.603552,PRO000353,ST000353,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603556,2026-07-30T21:22:50.603558,PRO000354,ST000354,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603562,2026-07-30T21:22:50.603564,PRO000355,ST000355,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603568,2026-07-30T21:22:50.603570,PRO000356,ST000356,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.603573,2026-07-30T21:22:50.603575,PRO000357,ST000357,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603579,2026-07-30T21:22:50.603584,PRO000358,ST000358,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.603588,2026-07-30T21:22:50.603590,PRO000359,ST000359,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603603,2026-07-30T21:22:50.603605,PRO000360,ST000360,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603609,2026-07-30T21:22:50.603611,PRO000361,ST000361,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603616,2026-07-30T21:22:50.603618,PRO000362,ST000362,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.603622,2026-07-30T21:22:50.603624,PRO000363,ST000363,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603628,2026-07-30T21:22:50.603630,PRO000364,ST000364,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603634,2026-07-30T21:22:50.603636,PRO000365,ST000365,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603640,2026-07-30T21:22:50.603642,PRO000366,ST000366,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603646,2026-07-30T21:22:50.603662,PRO000367,ST000367,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603666,2026-07-30T21:22:50.603667,PRO000368,ST000368,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603671,2026-07-30T21:22:50.603673,PRO000369,ST000369,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603677,2026-07-30T21:22:50.603679,PRO000370,ST000370,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603683,2026-07-30T21:22:50.603684,PRO000371,ST000371,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603688,2026-07-30T21:22:50.603690,PRO000372,ST000372,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603694,2026-07-30T21:22:50.603696,PRO000373,ST000373,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603700,2026-07-30T21:22:50.603702,PRO000374,ST000374,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603705,2026-07-30T21:22:50.603707,PRO000375,ST000375,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603711,2026-07-30T21:22:50.603713,PRO000376,ST000376,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603717,2026-07-30T21:22:50.603719,PRO000377,ST000377,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603722,2026-07-30T21:22:50.603724,PRO000378,ST000378,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603728,2026-07-30T21:22:50.603730,PRO000379,ST000379,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603733,2026-07-30T21:22:50.603735,PRO000380,ST000380,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603739,2026-07-30T21:22:50.603741,PRO000381,ST000381,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603745,2026-07-30T21:22:50.603747,PRO000382,ST000382,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603751,2026-07-30T21:22:50.603753,PRO000383,ST000383,Excellent,90,100,90,100,24,30,55,70,0.01
2026-07-30T21:22:50.603759,2026-07-30T21:22:50.603761,PRO000384,ST000384,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603765,2026-07-30T21:22:50.603767,PRO000385,ST000385,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603771,2026-07-30T21:22:50.603773,PRO000386,ST000386,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603777,2026-07-30T21:22:50.603779,PRO000387,ST000387,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603783,2026-07-30T21:22:50.603785,PRO000388,ST000388,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603791,2026-07-30T21:22:50.603793,PRO000389,ST000389,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603797,2026-07-30T21:22:50.603799,PRO000390,ST000390,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603803,2026-07-30T21:22:50.603805,PRO000391,ST000391,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603808,2026-07-30T21:22:50.603810,PRO000392,ST000392,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603814,2026-07-30T21:22:50.603816,PRO000393,ST000393,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603820,2026-07-30T21:22:50.603822,PRO000394,ST000394,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603828,2026-07-30T21:22:50.603830,PRO000395,ST000395,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603834,2026-07-30T21:22:50.603835,PRO000396,ST000396,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603839,2026-07-30T21:22:50.603841,PRO000397,ST000397,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603845,2026-07-30T21:22:50.603847,PRO000398,ST000398,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603851,2026-07-30T21:22:50.603853,PRO000399,ST000399,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603856,2026-07-30T21:22:50.603858,PRO000400,ST000400,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603862,2026-07-30T21:22:50.603864,PRO000401,ST000401,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603868,2026-07-30T21:22:50.603870,PRO000402,ST000402,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603874,2026-07-30T21:22:50.603876,PRO000403,ST000403,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603880,2026-07-30T21:22:50.603882,PRO000404,ST000404,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603885,2026-07-30T21:22:50.603887,PRO000405,ST000405,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603891,2026-07-30T21:22:50.603893,PRO000406,ST000406,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603897,2026-07-30T21:22:50.603898,PRO000407,ST000407,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603902,2026-07-30T21:22:50.603904,PRO000408,ST000408,Declining,40,65,35,60,4,16,15,40,0.45
2026-07-30T21:22:50.603908,2026-07-30T21:22:50.603912,PRO000409,ST000409,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603916,2026-07-30T21:22:50.603918,PRO000410,ST000410,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603922,2026-07-30T21:22:50.603924,PRO000411,ST000411,Average,65,85,60,80,10,24,30,58,0.1
2026-07-30T21:22:50.603928,2026-07-30T21:22:50.603929,PRO000412,ST000412,Improving,55,75,50,70,8,20,25,50,0.2
2026-07-30T21:22:50.603934,2026-07-30T21:22:50.603935,PRO000413,ST000413,HighRisk,20,50,20,45,0,12,0,30,0.8
2026-07-30T21:22:50.603939,2026-07-30T21:22:50.603941,PRO000414,ST000414,Good,80,95,75,90,18,28,45,65,0.03
2026-07-30T21:22:50.603945,2026-07-30T21:22:50.603947,PRO000415,ST000415,Average,65,85,60,80,10,24,30,58,0.1
