created_at,updated_at,academic_record_id,student_id,semester_id,academic_year_id,credits_registered,credits_earned,sgpa,cgpa,failed_courses,backlog_courses,semester_result
2026-07-30T21:22:50.657850,2026-07-30T21:22:50.657853,AR000179,ST000179,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.657867,2026-07-30T21:22:50.657871,AR000180,ST000180,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.657884,2026-07-30T21:22:50.657888,AR000181,ST000181,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.657902,2026-07-30T21:22:50.657905,AR000182,ST000182,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.657920,2026-07-30T21:22:50.657923,AR000183,ST000183,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.657937,2026-07-30T21:22:50.657941,AR000184,ST000184,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.657954,2026-07-30T21:22:50.657958,AR000185,ST000185,SEM000007,AY000004,12.0,12.0,6.33,6.33,0,0,PASS
2026-07-30T21:22:50.657972,2026-07-30T21:22:50.657976,AR000186,ST000186,SEM000007,AY000004,16.0,4.0,1.5,1.5,3,3,FAIL
2026-07-30T21:22:50.657989,2026-07-30T21:22:50.657993,AR000187,ST000187,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS
2026-07-30T21:22:50.658007,2026-07-30T21:22:50.658011,AR000188,ST000188,SEM000007,AY000004,4.0,0.0,0.0,0.0,1,1,PROMOTED
2026-07-30T21:22:50.658025,2026-07-30T21:22:50.658028,AR000189,ST000189,SEM000007,AY000004,16.0,16.0,9.75,9.75,0,0,PASS
2026-07-30T21:22:50.658042,2026-07-30T21:22:50.658046,AR000190,ST000190,SEM000007,AY000004,12.0,12.0,7.33,7.33,0,0,PASS
2026-07-30T21:22:50.658060,2026-07-30T21:22:50.658063,AR000191,ST000191,SEM000007,AY000004,12.0,8.0,3.0,3.0,1,1,PROMOTED
2026-07-30T21:22:50.658077,2026-07-30T21:22:50.658080,AR000192,ST000192,SEM000007,AY000004,12.0,12.0,6.33,6.33,0,0,PASS
2026-07-30T21:22:50.658094,2026-07-30T21:22:50.658107,AR000193,ST000193,SEM000007,AY000004,16.0,16.0,9.0,9.0,0,0,PASS
2026-07-30T21:22:50.658123,2026-07-30T21:22:50.658127,AR000194,ST000194,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.658140,2026-07-30T21:22:50.658144,AR000195,ST000195,SEM000007,AY000004,12.0,12.0,6.67,6.67,0,0,PASS
2026-07-30T21:22:50.658158,2026-07-30T21:22:50.658162,AR000196,ST000196,SEM000007,AY000004,16.0,12.0,4.25,4.25,1,1,PROMOTED
2026-07-30T21:22:50.658176,2026-07-30T21:22:50.658185,AR000197,ST000197,SEM000007,AY000004,8.0,4.0,2.5,2.5,1,1,PROMOTED
2026-07-30T21:22:50.658244,2026-07-30T21:22:50.658248,AR000198,ST000198,SEM000007,AY000004,16.0,16.0,4.75,4.75,0,0,PASS
2026-07-30T21:22:50.658264,2026-07-30T21:22:50.658267,AR000199,ST000199,SEM000007,AY000004,8.0,0.0,0.0,0.0,2,2,PROMOTED
2026-07-30T21:22:50.658536,2026-07-30T21:22:50.658545,AR000200,ST000200,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS
2026-07-30T21:22:50.658566,2026-07-30T21:22:50.658571,AR000201,ST000201,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.658589,2026-07-30T21:22:50.658594,AR000202,ST000202,SEM000007,AY000004,16.0,8.0,2.25,2.25,2,2,PROMOTED
2026-07-30T21:22:50.658612,2026-07-30T21:22:50.658616,AR000203,ST000203,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.658652,2026-07-30T21:22:50.658656,AR000204,ST000204,SEM000007,AY000004,16.0,12.0,4.25,4.25,1,1,PROMOTED
2026-07-30T21:22:50.658673,2026-07-30T21:22:50.658677,AR000205,ST000205,SEM000007,AY000004,16.0,16.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.658693,2026-07-30T21:22:50.658696,AR000206,ST000206,SEM000007,AY000004,4.0,0.0,0.0,0.0,1,1,PROMOTED
2026-07-30T21:22:50.658729,2026-07-30T21:22:50.658735,AR000207,ST000207,SEM000007,AY000004,8.0,0.0,0.0,0.0,2,2,PROMOTED
2026-07-30T21:22:50.658760,2026-07-30T21:22:50.658764,AR000208,ST000208,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.658779,2026-07-30T21:22:50.658782,AR000209,ST000209,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.658800,2026-07-30T21:22:50.658803,AR000210,ST000210,SEM000007,AY000004,16.0,16.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.658817,2026-07-30T21:22:50.658821,AR000211,ST000211,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.658836,2026-07-30T21:22:50.658841,AR000212,ST000212,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.658858,2026-07-30T21:22:50.658863,AR000213,ST000213,SEM000007,AY000004,16.0,0.0,0.0,0.0,4,4,FAIL
2026-07-30T21:22:50.658879,2026-07-30T21:22:50.658883,AR000214,ST000214,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.658901,2026-07-30T21:22:50.658904,AR000215,ST000215,SEM000007,AY000004,16.0,12.0,4.25,4.25,1,1,PROMOTED
2026-07-30T21:22:50.658916,2026-07-30T21:22:50.658919,AR000216,ST000216,SEM000007,AY000004,16.0,16.0,7.5,7.5,0,0,PASS
2026-07-30T21:22:50.658930,2026-07-30T21:22:50.658933,AR000217,ST000217,SEM000007,AY000004,16.0,16.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.658946,2026-07-30T21:22:50.658949,AR000218,ST000218,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.658961,2026-07-30T21:22:50.658964,AR000219,ST000219,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.658976,2026-07-30T21:22:50.658979,AR000220,ST000220,SEM000007,AY000004,12.0,4.0,2.0,2.0,2,2,PROMOTED
2026-07-30T21:22:50.658993,2026-07-30T21:22:50.658996,AR000221,ST000221,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.659008,2026-07-30T21:22:50.659011,AR000222,ST000222,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.659023,2026-07-30T21:22:50.659026,AR000223,ST000223,SEM000007,AY000004,8.0,0.0,0.0,0.0,2,2,PROMOTED
2026-07-30T21:22:50.659042,2026-07-30T21:22:50.659045,AR000224,ST000224,SEM000007,AY000004,8.0,0.0,0.0,0.0,2,2,PROMOTED
2026-07-30T21:22:50.659058,2026-07-30T21:22:50.659061,AR000225,ST000225,SEM000007,AY000004,16.0,16.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.659073,2026-07-30T21:22:50.659076,AR000226,ST000226,SEM000007,AY000004,16.0,16.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.659088,2026-07-30T21:22:50.659091,AR000227,ST000227,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.659111,2026-07-30T21:22:50.659114,AR000228,ST000228,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.659127,2026-07-30T21:22:50.659130,AR000229,ST000229,SEM000007,AY000004,16.0,4.0,1.25,1.25,3,3,FAIL
2026-07-30T21:22:50.659142,2026-07-30T21:22:50.659145,AR000230,ST000230,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.659157,2026-07-30T21:22:50.659160,AR000231,ST000231,SEM000007,AY000004,12.0,8.0,2.67,2.67,1,1,PROMOTED
2026-07-30T21:22:50.659171,2026-07-30T21:22:50.659174,AR000232,ST000232,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.659186,2026-07-30T21:22:50.659189,AR000233,ST000233,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.659201,2026-07-30T21:22:50.659204,AR000234,ST000234,SEM000007,AY000004,16.0,16.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.659220,2026-07-30T21:22:50.659224,AR000235,ST000235,SEM000007,AY000004,16.0,4.0,1.0,1.0,3,3,FAIL
2026-07-30T21:22:50.659236,2026-07-30T21:22:50.659239,AR000236,ST000236,SEM000007,AY000004,16.0,16.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.659252,2026-07-30T21:22:50.659255,AR000237,ST000237,SEM000007,AY000004,16.0,4.0,1.25,1.25,3,3,FAIL
2026-07-30T21:22:50.659270,2026-07-30T21:22:50.659273,AR000238,ST000238,SEM000007,AY000004,16.0,16.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.659289,2026-07-30T21:22:50.659292,AR000239,ST000239,SEM000007,AY000004,4.0,0.0,0.0,0.0,1,1,PROMOTED
2026-07-30T21:22:50.659304,2026-07-30T21:22:50.659307,AR000240,ST000240,SEM000007,AY000004,12.0,12.0,6.33,6.33,0,0,PASS
2026-07-30T21:22:50.659319,2026-07-30T21:22:50.659322,AR000241,ST000241,SEM000007,AY000004,16.0,12.0,4.0,4.0,1,1,PROMOTED
2026-07-30T21:22:50.659333,2026-07-30T21:22:50.659336,AR000242,ST000242,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.659348,2026-07-30T21:22:50.659351,AR000243,ST000243,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.659362,2026-07-30T21:22:50.659365,AR000244,ST000244,SEM000007,AY000004,12.0,12.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.659377,2026-07-30T21:22:50.659380,AR000245,ST000245,SEM000007,AY000004,16.0,16.0,7.75,7.75,0,0,PASS
2026-07-30T21:22:50.659392,2026-07-30T21:22:50.659395,AR000246,ST000246,SEM000007,AY000004,16.0,12.0,4.5,4.5,1,1,PROMOTED
2026-07-30T21:22:50.659406,2026-07-30T21:22:50.659409,AR000247,ST000247,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.659421,2026-07-30T21:22:50.659428,AR000248,ST000248,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.659440,2026-07-30T21:22:50.659443,AR000249,ST000249,SEM000007,AY000004,12.0,12.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.659455,2026-07-30T21:22:50.659458,AR000250,ST000250,SEM000007,AY000004,16.0,4.0,1.25,1.25,3,3,FAIL
2026-07-30T21:22:50.659471,2026-07-30T21:22:50.659474,AR000251,ST000251,SEM000007,AY000004,16.0,0.0,0.0,0.0,4,4,FAIL
2026-07-30T21:22:50.659485,2026-07-30T21:22:50.659488,AR000252,ST000252,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS
2026-07-30T21:22:50.659500,2026-07-30T21:22:50.659503,AR000253,ST000253,SEM000007,AY000004,16.0,0.0,0.0,0.0,4,4,FAIL
2026-07-30T21:22:50.659515,2026-07-30T21:22:50.659518,AR000254,ST000254,SEM000007,AY000004,16.0,16.0,5.5,5.5,0,0,PASS
2026-07-30T21:22:50.659529,2026-07-30T21:22:50.659532,AR000255,ST000255,SEM000007,AY000004,8.0,8.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.659544,2026-07-30T21:22:50.659547,AR000256,ST000256,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.659559,2026-07-30T21:22:50.659562,AR000257,ST000257,SEM000007,AY000004,16.0,12.0,4.0,4.0,1,1,PROMOTED
2026-07-30T21:22:50.659575,2026-07-30T21:22:50.659578,AR000258,ST000258,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS
2026-07-30T21:22:50.659590,2026-07-30T21:22:50.659593,AR000259,ST000259,SEM000007,AY000004,12.0,4.0,1.33,1.33,2,2,PROMOTED
2026-07-30T21:22:50.659605,2026-07-30T21:22:50.659608,AR000260,ST000260,SEM000007,AY000004,16.0,16.0,5.0,5.0,0,0,PASS
2026-07-30T21:22:50.659620,2026-07-30T21:22:50.659624,AR000261,ST000261,SEM000007,AY000004,16.0,12.0,4.25,4.25,1,1,PROMOTED
2026-07-30T21:22:50.659636,2026-07-30T21:22:50.659639,AR000262,ST000262,SEM000007,AY000004,16.0,4.0,1.25,1.25,3,3,FAIL
2026-07-30T21:22:50.659654,2026-07-30T21:22:50.659657,AR000263,ST000263,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.659670,2026-07-30T21:22:50.659673,AR000264,ST000264,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.659686,2026-07-30T21:22:50.659689,AR000265,ST000265,SEM000007,AY000004,16.0,16.0,7.5,7.5,0,0,PASS
2026-07-30T21:22:50.659701,2026-07-30T21:22:50.659704,AR000266,ST000266,SEM000007,AY000004,16.0,16.0,5.25,5.25,0,0,PASS
2026-07-30T21:22:50.659716,2026-07-30T21:22:50.659719,AR000267,ST000267,SEM000007,AY000004,16.0,16.0,9.75,9.75,0,0,PASS
2026-07-30T21:22:50.659731,2026-07-30T21:22:50.659734,AR000268,ST000268,SEM000007,AY000004,16.0,16.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.659751,2026-07-30T21:22:50.659755,AR000269,ST000269,SEM000007,AY000004,16.0,0.0,0.0,0.0,4,4,FAIL
2026-07-30T21:22:50.659769,2026-07-30T21:22:50.659772,AR000270,ST000270,SEM000007,AY000004,16.0,16.0,9.75,9.75,0,0,PASS
2026-07-30T21:22:50.659788,2026-07-30T21:22:50.659791,AR000271,ST000271,SEM000007,AY000004,16.0,16.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.659803,2026-07-30T21:22:50.659806,AR000272,ST000272,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.659818,2026-07-30T21:22:50.659821,AR000273,ST000273,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.659836,2026-07-30T21:22:50.659839,AR000274,ST000274,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.659851,2026-07-30T21:22:50.659854,AR000275,ST000275,SEM000007,AY000004,16.0,8.0,3.0,3.0,2,2,PROMOTED
2026-07-30T21:22:50.659866,2026-07-30T21:22:50.659869,AR000276,ST000276,SEM000007,AY000004,4.0,4.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.659880,2026-07-30T21:22:50.659883,AR000277,ST000277,SEM000007,AY000004,16.0,16.0,5.5,5.5,0,0,PASS
2026-07-30T21:22:50.659895,2026-07-30T21:22:50.659898,AR000278,ST000278,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.659910,2026-07-30T21:22:50.659913,AR000279,ST000279,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.659924,2026-07-30T21:22:50.659927,AR000280,ST000280,SEM000007,AY000004,12.0,12.0,4.67,4.67,0,0,PASS
2026-07-30T21:22:50.659943,2026-07-30T21:22:50.659946,AR000281,ST000281,SEM000007,AY000004,12.0,12.0,8.33,8.33,0,0,PASS
2026-07-30T21:22:50.659958,2026-07-30T21:22:50.659961,AR000282,ST000282,SEM000007,AY000004,12.0,12.0,5.33,5.33,0,0,PASS
2026-07-30T21:22:50.659973,2026-07-30T21:22:50.659976,AR000283,ST000283,SEM000007,AY000004,16.0,4.0,1.0,1.0,3,3,FAIL
2026-07-30T21:22:50.659988,2026-07-30T21:22:50.659991,AR000284,ST000284,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.660003,2026-07-30T21:22:50.660006,AR000285,ST000285,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.660018,2026-07-30T21:22:50.660021,AR000286,ST000286,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.660032,2026-07-30T21:22:50.660035,AR000287,ST000287,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.660047,2026-07-30T21:22:50.660050,AR000288,ST000288,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.660062,2026-07-30T21:22:50.660065,AR000289,ST000289,SEM000007,AY000004,8.0,0.0,0.0,0.0,2,2,PROMOTED
2026-07-30T21:22:50.660077,2026-07-30T21:22:50.660080,AR000290,ST000290,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.660095,2026-07-30T21:22:50.660105,AR000291,ST000291,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.660119,2026-07-30T21:22:50.660122,AR000292,ST000292,SEM000007,AY000004,16.0,16.0,7.75,7.75,0,0,PASS
2026-07-30T21:22:50.660133,2026-07-30T21:22:50.660136,AR000293,ST000293,SEM000007,AY000004,16.0,16.0,7.75,7.75,0,0,PASS
2026-07-30T21:22:50.660148,2026-07-30T21:22:50.660151,AR000294,ST000294,SEM000007,AY000004,8.0,0.0,0.0,0.0,2,2,PROMOTED
2026-07-30T21:22:50.660163,2026-07-30T21:22:50.660166,AR000295,ST000295,SEM000007,AY000004,12.0,12.0,7.33,7.33,0,0,PASS
2026-07-30T21:22:50.660178,2026-07-30T21:22:50.660181,AR000296,ST000296,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.660193,2026-07-30T21:22:50.660196,AR000297,ST000297,SEM000007,AY000004,16.0,16.0,7.75,7.75,0,0,PASS
2026-07-30T21:22:50.660207,2026-07-30T21:22:50.660210,AR000298,ST000298,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.660222,2026-07-30T21:22:50.660229,AR000299,ST000299,SEM000007,AY000004,16.0,4.0,1.25,1.25,3,3,FAIL
2026-07-30T21:22:50.660241,2026-07-30T21:22:50.660244,AR000300,ST000300,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.660256,2026-07-30T21:22:50.660259,AR000301,ST000301,SEM000007,AY000004,16.0,16.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.660274,2026-07-30T21:22:50.660278,AR000302,ST000302,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.660290,2026-07-30T21:22:50.660293,AR000303,ST000303,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
2026-07-30T21:22:50.660305,2026-07-30T21:22:50.660308,AR000304,ST000304,SEM000007,AY000004,16.0,12.0,4.75,4.75,1,1,PROMOTED
2026-07-30T21:22:50.660319,2026-07-30T21:22:50.660322,AR000305,ST000305,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.660334,2026-07-30T21:22:50.660337,AR000306,ST000306,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.660349,2026-07-30T21:22:50.660352,AR000307,ST000307,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.660368,2026-07-30T21:22:50.660371,AR000308,ST000308,SEM000007,AY000004,12.0,8.0,2.67,2.67,1,1,PROMOTED
2026-07-30T21:22:50.660383,2026-07-30T21:22:50.660386,AR000309,ST000309,SEM000007,AY000004,12.0,0.0,0.0,0.0,3,3,FAIL
2026-07-30T21:22:50.660398,2026-07-30T21:22:50.660401,AR000310,ST000310,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.660413,2026-07-30T21:22:50.660416,AR000311,ST000311,SEM000007,AY000004,16.0,16.0,9.0,9.0,0,0,PASS
2026-07-30T21:22:50.660427,2026-07-30T21:22:50.660430,AR000312,ST000312,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.660442,2026-07-30T21:22:50.660445,AR000313,ST000313,SEM000007,AY000004,16.0,8.0,2.5,2.5,2,2,PROMOTED
2026-07-30T21:22:50.660457,2026-07-30T21:22:50.660460,AR000314,ST000314,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.660472,2026-07-30T21:22:50.660475,AR000315,ST000315,SEM000007,AY000004,16.0,16.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.660487,2026-07-30T21:22:50.660490,AR000316,ST000316,SEM000007,AY000004,16.0,16.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.660502,2026-07-30T21:22:50.660505,AR000317,ST000317,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.660525,2026-07-30T21:22:50.660528,AR000318,ST000318,SEM000007,AY000004,16.0,16.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.660555,2026-07-30T21:22:50.660558,AR000319,ST000319,SEM000007,AY000004,16.0,16.0,6.0,6.0,0,0,PASS
2026-07-30T21:22:50.660569,2026-07-30T21:22:50.660572,AR000320,ST000320,SEM000007,AY000004,16.0,16.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.660587,2026-07-30T21:22:50.660590,AR000321,ST000321,SEM000007,AY000004,12.0,12.0,6.33,6.33,0,0,PASS
2026-07-30T21:22:50.660603,2026-07-30T21:22:50.660606,AR000322,ST000322,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.660621,2026-07-30T21:22:50.660624,AR000323,ST000323,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.660637,2026-07-30T21:22:50.660640,AR000324,ST000324,SEM000007,AY000004,16.0,16.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.660653,2026-07-30T21:22:50.660656,AR000325,ST000325,SEM000007,AY000004,12.0,12.0,5.33,5.33,0,0,PASS
2026-07-30T21:22:50.660672,2026-07-30T21:22:50.660676,AR000326,ST000326,SEM000007,AY000004,16.0,16.0,8.75,8.75,0,0,PASS
2026-07-30T21:22:50.660689,2026-07-30T21:22:50.660692,AR000327,ST000327,SEM000007,AY000004,16.0,16.0,7.75,7.75,0,0,PASS
2026-07-30T21:22:50.660704,2026-07-30T21:22:50.660707,AR000328,ST000328,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.660718,2026-07-30T21:22:50.660721,AR000329,ST000329,SEM000007,AY000004,12.0,12.0,6.67,6.67,0,0,PASS
2026-07-30T21:22:50.660732,2026-07-30T21:22:50.660735,AR000330,ST000330,SEM000007,AY000004,16.0,16.0,9.75,9.75,0,0,PASS
2026-07-30T21:22:50.660747,2026-07-30T21:22:50.660750,AR000331,ST000331,SEM000007,AY000004,16.0,16.0,6.5,6.5,0,0,PASS
2026-07-30T21:22:50.660762,2026-07-30T21:22:50.660765,AR000332,ST000332,SEM000007,AY000004,16.0,16.0,9.5,9.5,0,0,PASS
2026-07-30T21:22:50.660774,2026-07-30T21:22:50.660777,AR000333,ST000333,SEM000007,AY000004,0,0,0.0,0.0,0,0,NOT_REGISTERED
2026-07-30T21:22:50.660794,2026-07-30T21:22:50.660797,AR000334,ST000334,SEM000007,AY000004,16.0,16.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.660809,2026-07-30T21:22:50.660812,AR000335,ST000335,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS
2026-07-30T21:22:50.660824,2026-07-30T21:22:50.660827,AR000336,ST000336,SEM000007,AY000004,12.0,8.0,3.0,3.0,1,1,PROMOTED
2026-07-30T21:22:50.660839,2026-07-30T21:22:50.660842,AR000337,ST000337,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.660854,2026-07-30T21:22:50.660857,AR000338,ST000338,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.660869,2026-07-30T21:22:50.660872,AR000339,ST000339,SEM000007,AY000004,16.0,16.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.660884,2026-07-30T21:22:50.660887,AR000340,ST000340,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.660898,2026-07-30T21:22:50.660901,AR000341,ST000341,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.660920,2026-07-30T21:22:50.660924,AR000342,ST000342,SEM000007,AY000004,16.0,4.0,1.0,1.0,3,3,FAIL
2026-07-30T21:22:50.660936,2026-07-30T21:22:50.660939,AR000343,ST000343,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS
2026-07-30T21:22:50.660950,2026-07-30T21:22:50.660953,AR000344,ST000344,SEM000007,AY000004,16.0,16.0,8.5,8.5,0,0,PASS
2026-07-30T21:22:50.660965,2026-07-30T21:22:50.660968,AR000345,ST000345,SEM000007,AY000004,12.0,12.0,6.67,6.67,0,0,PASS
2026-07-30T21:22:50.660980,2026-07-30T21:22:50.660983,AR000346,ST000346,SEM000007,AY000004,16.0,12.0,3.5,3.5,1,1,PROMOTED
2026-07-30T21:22:50.660995,2026-07-30T21:22:50.660998,AR000347,ST000347,SEM000007,AY000004,16.0,16.0,6.25,6.25,0,0,PASS
2026-07-30T21:22:50.661013,2026-07-30T21:22:50.661016,AR000348,ST000348,SEM000007,AY000004,12.0,12.0,8.0,8.0,0,0,PASS
2026-07-30T21:22:50.661025,2026-07-30T21:22:50.661028,AR000349,ST000349,SEM000007,AY000004,0,0,0.0,0.0,0,0,NOT_REGISTERED
2026-07-30T21:22:50.661040,2026-07-30T21:22:50.661046,AR000350,ST000350,SEM000007,AY000004,12.0,4.0,1.33,1.33,2,2,PROMOTED
2026-07-30T21:22:50.661058,2026-07-30T21:22:50.661061,AR000351,ST000351,SEM000007,AY000004,12.0,8.0,3.33,3.33,1,1,PROMOTED
2026-07-30T21:22:50.661073,2026-07-30T21:22:50.661076,AR000352,ST000352,SEM000007,AY000004,12.0,12.0,6.67,6.67,0,0,PASS
2026-07-30T21:22:50.661088,2026-07-30T21:22:50.661091,AR000353,ST000353,SEM000007,AY000004,16.0,16.0,9.0,9.0,0,0,PASS
2026-07-30T21:22:50.661112,2026-07-30T21:22:50.661115,AR000354,ST000354,SEM000007,AY000004,12.0,12.0,7.0,7.0,0,0,PASS
2026-07-30T21:22:50.661127,2026-07-30T21:22:50.661130,AR000355,ST000355,SEM000007,AY000004,16.0,16.0,7.75,7.75,0,0,PASS
2026-07-30T21:22:50.661143,2026-07-30T21:22:50.661146,AR000356,ST000356,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS
2026-07-30T21:22:50.661157,2026-07-30T21:22:50.661160,AR000357,ST000357,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS
