created_at,updated_at,registration_id,student_id,course_offering_id,mentor_id,registration_status,is_repeat,attendance_percentage,assignment_completion,lms_activity_score
2026-07-30T21:22:50.615026,2026-07-30T21:22:50.615029,REG000479,ST000122,CO000027,MN000012,REGISTERED,False,67,68,71
2026-07-30T21:22:50.615041,2026-07-30T21:22:50.615045,REG000480,ST000122,CO000028,MN000013,REGISTERED,False,65,63,75
2026-07-30T21:22:50.615057,2026-07-30T21:22:50.615060,REG000481,ST000123,CO000025,MN000010,REGISTERED,False,94,83,86
2026-07-30T21:22:50.615076,2026-07-30T21:22:50.615080,REG000482,ST000123,CO000026,MN000011,REGISTERED,False,90,80,81
2026-07-30T21:22:50.615092,2026-07-30T21:22:50.615095,REG000483,ST000123,CO000027,MN000012,REGISTERED,False,80,76,81
2026-07-30T21:22:50.615120,2026-07-30T21:22:50.615124,REG000484,ST000123,CO000028,MN000013,REGISTERED,False,87,80,77
2026-07-30T21:22:50.615136,2026-07-30T21:22:50.615140,REG000485,ST000124,CO000025,MN000010,REGISTERED,False,81,64,72
2026-07-30T21:22:50.615151,2026-07-30T21:22:50.615154,REG000486,ST000124,CO000026,MN000011,REGISTERED,False,82,67,74
2026-07-30T21:22:50.615165,2026-07-30T21:22:50.615169,REG000487,ST000124,CO000027,MN000012,REGISTERED,False,68,70,55
2026-07-30T21:22:50.615179,2026-07-30T21:22:50.615183,REG000488,ST000124,CO000028,MN000013,REGISTERED,False,73,71,58
2026-07-30T21:22:50.615195,2026-07-30T21:22:50.615198,REG000489,ST000125,CO000025,MN000010,REGISTERED,False,84,74,73
2026-07-30T21:22:50.615209,2026-07-30T21:22:50.615212,REG000490,ST000125,CO000026,MN000011,REGISTERED,False,66,60,65
2026-07-30T21:22:50.615223,2026-07-30T21:22:50.615226,REG000491,ST000125,CO000027,MN000012,REGISTERED,False,72,70,66
2026-07-30T21:22:50.615238,2026-07-30T21:22:50.615241,REG000492,ST000125,CO000028,MN000013,REGISTERED,False,81,69,71
2026-07-30T21:22:50.615254,2026-07-30T21:22:50.615258,REG000493,ST000126,CO000025,MN000010,REGISTERED,False,73,64,58
2026-07-30T21:22:50.615269,2026-07-30T21:22:50.615273,REG000494,ST000126,CO000026,MN000011,REGISTERED,False,63,68,60
2026-07-30T21:22:50.615285,2026-07-30T21:22:50.615288,REG000495,ST000126,CO000027,MN000012,REGISTERED,False,55,50,57
2026-07-30T21:22:50.615304,2026-07-30T21:22:50.615308,REG000496,ST000126,CO000028,MN000013,REGISTERED,False,65,70,59
2026-07-30T21:22:50.615319,2026-07-30T21:22:50.615322,REG000497,ST000127,CO000025,MN000010,REGISTERED,False,91,84,78
2026-07-30T21:22:50.615333,2026-07-30T21:22:50.615336,REG000498,ST000127,CO000026,MN000011,REGISTERED,False,95,78,90
2026-07-30T21:22:50.615348,2026-07-30T21:22:50.615351,REG000499,ST000127,CO000027,MN000012,REGISTERED,False,87,89,75
2026-07-30T21:22:50.615361,2026-07-30T21:22:50.615364,REG000500,ST000127,CO000028,MN000013,REGISTERED,False,88,77,92
2026-07-30T21:22:50.615376,2026-07-30T21:22:50.615380,REG000501,ST000128,CO000025,MN000010,REGISTERED,False,93,81,85
2026-07-30T21:22:50.615392,2026-07-30T21:22:50.615395,REG000502,ST000128,CO000026,MN000011,REGISTERED,False,95,86,85
2026-07-30T21:22:50.615408,2026-07-30T21:22:50.615411,REG000503,ST000128,CO000027,MN000012,REGISTERED,False,91,77,80
2026-07-30T21:22:50.615423,2026-07-30T21:22:50.615427,REG000504,ST000128,CO000028,MN000013,REGISTERED,False,93,77,89
2026-07-30T21:22:50.615439,2026-07-30T21:22:50.615443,REG000505,ST000129,CO000025,MN000010,REGISTERED,False,67,64,64
2026-07-30T21:22:50.615454,2026-07-30T21:22:50.615458,REG000506,ST000129,CO000026,MN000011,REGISTERED,False,85,67,79
2026-07-30T21:22:50.615469,2026-07-30T21:22:50.615472,REG000507,ST000129,CO000027,MN000012,REGISTERED,False,66,69,60
2026-07-30T21:22:50.615484,2026-07-30T21:22:50.615487,REG000508,ST000129,CO000028,MN000013,CANCELLED,False,70,63,67
2026-07-30T21:22:50.615498,2026-07-30T21:22:50.615502,REG000509,ST000130,CO000025,MN000010,REGISTERED,False,90,87,91
2026-07-30T21:22:50.615511,2026-07-30T21:22:50.615515,REG000510,ST000130,CO000026,MN000011,REGISTERED,False,93,76,78
2026-07-30T21:22:50.615526,2026-07-30T21:22:50.615529,REG000511,ST000130,CO000027,MN000012,REGISTERED,False,85,80,91
2026-07-30T21:22:50.615540,2026-07-30T21:22:50.615544,REG000512,ST000130,CO000028,MN000013,REGISTERED,False,82,80,84
2026-07-30T21:22:50.615556,2026-07-30T21:22:50.615559,REG000513,ST000131,CO000025,MN000010,REGISTERED,False,70,69,55
2026-07-30T21:22:50.615575,2026-07-30T21:22:50.615579,REG000514,ST000131,CO000026,MN000011,REGISTERED,False,84,75,78
2026-07-30T21:22:50.615591,2026-07-30T21:22:50.615594,REG000515,ST000131,CO000027,MN000012,REGISTERED,False,85,74,72
2026-07-30T21:22:50.615606,2026-07-30T21:22:50.615609,REG000516,ST000131,CO000028,MN000013,CANCELLED,False,65,62,59
2026-07-30T21:22:50.615638,2026-07-30T21:22:50.615641,REG000517,ST000132,CO000025,MN000010,REGISTERED,False,76,71,72
2026-07-30T21:22:50.615652,2026-07-30T21:22:50.615655,REG000518,ST000132,CO000026,MN000011,REGISTERED,False,78,71,77
2026-07-30T21:22:50.615666,2026-07-30T21:22:50.615670,REG000519,ST000132,CO000027,MN000012,REGISTERED,False,68,70,77
2026-07-30T21:22:50.615681,2026-07-30T21:22:50.615684,REG000520,ST000132,CO000028,MN000013,REGISTERED,False,81,80,68
2026-07-30T21:22:50.615696,2026-07-30T21:22:50.615704,REG000521,ST000133,CO000025,MN000010,REGISTERED,False,80,84,87
2026-07-30T21:22:50.615718,2026-07-30T21:22:50.615722,REG000522,ST000133,CO000026,MN000011,REGISTERED,False,92,85,84
2026-07-30T21:22:50.615733,2026-07-30T21:22:50.615736,REG000523,ST000133,CO000027,MN000012,REGISTERED,False,94,83,85
2026-07-30T21:22:50.615747,2026-07-30T21:22:50.615751,REG000524,ST000133,CO000028,MN000013,REGISTERED,False,81,79,83
2026-07-30T21:22:50.615763,2026-07-30T21:22:50.615766,REG000525,ST000134,CO000025,MN000010,REGISTERED,False,76,62,65
2026-07-30T21:22:50.615777,2026-07-30T21:22:50.615781,REG000526,ST000134,CO000026,MN000011,REGISTERED,False,72,67,77
2026-07-30T21:22:50.615792,2026-07-30T21:22:50.615795,REG000527,ST000134,CO000027,MN000012,REGISTERED,False,66,62,56
2026-07-30T21:22:50.615805,2026-07-30T21:22:50.615808,REG000528,ST000134,CO000028,MN000013,REGISTERED,False,82,70,67
2026-07-30T21:22:50.615819,2026-07-30T21:22:50.615822,REG000529,ST000135,CO000025,MN000010,REGISTERED,False,64,59,65
2026-07-30T21:22:50.615832,2026-07-30T21:22:50.615835,REG000530,ST000135,CO000026,MN000011,CANCELLED,False,66,69,62
2026-07-30T21:22:50.615846,2026-07-30T21:22:50.615850,REG000531,ST000135,CO000027,MN000012,REGISTERED,False,73,59,58
2026-07-30T21:22:50.615861,2026-07-30T21:22:50.615864,REG000532,ST000135,CO000028,MN000013,REGISTERED,False,72,65,57
2026-07-30T21:22:50.615876,2026-07-30T21:22:50.615879,REG000533,ST000136,CO000025,MN000010,REGISTERED,False,90,88,92
2026-07-30T21:22:50.615891,2026-07-30T21:22:50.615894,REG000534,ST000136,CO000026,MN000011,REGISTERED,False,87,78,78
2026-07-30T21:22:50.615904,2026-07-30T21:22:50.615908,REG000535,ST000136,CO000027,MN000012,REGISTERED,False,86,76,79
2026-07-30T21:22:50.615918,2026-07-30T21:22:50.615921,REG000536,ST000136,CO000028,MN000013,REGISTERED,False,89,80,77
2026-07-30T21:22:50.615937,2026-07-30T21:22:50.615941,REG000537,ST000137,CO000025,MN000010,REGISTERED,False,86,87,73
2026-07-30T21:22:50.615952,2026-07-30T21:22:50.615955,REG000538,ST000137,CO000026,MN000011,REGISTERED,False,83,88,91
2026-07-30T21:22:50.615966,2026-07-30T21:22:50.615969,REG000539,ST000137,CO000027,MN000012,REGISTERED,False,88,87,89
2026-07-30T21:22:50.615980,2026-07-30T21:22:50.615983,REG000540,ST000137,CO000028,MN000013,REGISTERED,False,85,77,82
2026-07-30T21:22:50.615994,2026-07-30T21:22:50.615997,REG000541,ST000138,CO000025,MN000010,REGISTERED,True,73,70,69
2026-07-30T21:22:50.616007,2026-07-30T21:22:50.616009,REG000542,ST000138,CO000026,MN000011,REGISTERED,False,72,77,77
2026-07-30T21:22:50.616019,2026-07-30T21:22:50.616022,REG000543,ST000138,CO000027,MN000012,REGISTERED,False,77,76,68
2026-07-30T21:22:50.616031,2026-07-30T21:22:50.616035,REG000544,ST000138,CO000028,MN000013,CANCELLED,False,75,79,71
2026-07-30T21:22:50.616050,2026-07-30T21:22:50.616053,REG000545,ST000139,CO000025,MN000010,REGISTERED,False,92,91,88
2026-07-30T21:22:50.616065,2026-07-30T21:22:50.616068,REG000546,ST000139,CO000026,MN000011,REGISTERED,False,97,92,100
2026-07-30T21:22:50.616079,2026-07-30T21:22:50.616085,REG000547,ST000139,CO000027,MN000012,REGISTERED,False,99,92,87
2026-07-30T21:22:50.616105,2026-07-30T21:22:50.616109,REG000548,ST000139,CO000028,MN000013,REGISTERED,False,91,91,96
2026-07-30T21:22:50.616122,2026-07-30T21:22:50.616125,REG000549,ST000140,CO000025,MN000010,REGISTERED,False,40,39,32
2026-07-30T21:22:50.616136,2026-07-30T21:22:50.616139,REG000550,ST000140,CO000026,MN000011,REGISTERED,False,34,39,22
2026-07-30T21:22:50.616150,2026-07-30T21:22:50.616153,REG000551,ST000140,CO000027,MN000012,CANCELLED,False,44,26,30
2026-07-30T21:22:50.616164,2026-07-30T21:22:50.616167,REG000552,ST000140,CO000028,MN000013,REGISTERED,False,26,20,27
2026-07-30T21:22:50.616179,2026-07-30T21:22:50.616182,REG000553,ST000141,CO000025,MN000010,REGISTERED,False,84,83,82
2026-07-30T21:22:50.616193,2026-07-30T21:22:50.616197,REG000554,ST000141,CO000026,MN000011,REGISTERED,False,93,80,84
2026-07-30T21:22:50.616207,2026-07-30T21:22:50.616211,REG000555,ST000141,CO000027,MN000012,REGISTERED,False,86,82,83
2026-07-30T21:22:50.616222,2026-07-30T21:22:50.616225,REG000556,ST000141,CO000028,MN000013,REGISTERED,False,83,78,71
2026-07-30T21:22:50.616236,2026-07-30T21:22:50.616240,REG000557,ST000142,CO000025,MN000010,REGISTERED,False,66,66,55
2026-07-30T21:22:50.616251,2026-07-30T21:22:50.616254,REG000558,ST000142,CO000026,MN000011,REGISTERED,False,73,64,75
2026-07-30T21:22:50.616266,2026-07-30T21:22:50.616269,REG000559,ST000142,CO000027,MN000012,REGISTERED,False,80,72,79
2026-07-30T21:22:50.616280,2026-07-30T21:22:50.616283,REG000560,ST000142,CO000028,MN000013,REGISTERED,False,67,65,62
2026-07-30T21:22:50.616295,2026-07-30T21:22:50.616298,REG000561,ST000143,CO000025,MN000010,REGISTERED,False,57,60,49
2026-07-30T21:22:50.616309,2026-07-30T21:22:50.616312,REG000562,ST000143,CO000026,MN000011,CANCELLED,False,75,60,61
2026-07-30T21:22:50.616323,2026-07-30T21:22:50.616326,REG000563,ST000143,CO000027,MN000012,REGISTERED,False,55,60,56
2026-07-30T21:22:50.616337,2026-07-30T21:22:50.616340,REG000564,ST000143,CO000028,MN000013,REGISTERED,False,58,62,43
2026-07-30T21:22:50.616352,2026-07-30T21:22:50.616356,REG000565,ST000144,CO000025,MN000010,REGISTERED,False,82,82,86
2026-07-30T21:22:50.616366,2026-07-30T21:22:50.616370,REG000566,ST000144,CO000026,MN000011,REGISTERED,False,86,90,82
2026-07-30T21:22:50.616381,2026-07-30T21:22:50.616384,REG000567,ST000144,CO000027,MN000012,REGISTERED,False,82,81,77
2026-07-30T21:22:50.616395,2026-07-30T21:22:50.616398,REG000568,ST000144,CO000028,MN000013,REGISTERED,False,81,79,79
2026-07-30T21:22:50.616410,2026-07-30T21:22:50.616413,REG000569,ST000145,CO000025,MN000010,REGISTERED,False,98,100,95
2026-07-30T21:22:50.616424,2026-07-30T21:22:50.616428,REG000570,ST000145,CO000026,MN000011,REGISTERED,False,90,93,87
2026-07-30T21:22:50.616438,2026-07-30T21:22:50.616442,REG000571,ST000145,CO000027,MN000012,REGISTERED,False,91,96,87
2026-07-30T21:22:50.616452,2026-07-30T21:22:50.616459,REG000572,ST000145,CO000028,MN000013,REGISTERED,False,93,91,92
2026-07-30T21:22:50.616472,2026-07-30T21:22:50.616475,REG000573,ST000146,CO000025,MN000010,REGISTERED,False,94,99,95
2026-07-30T21:22:50.616486,2026-07-30T21:22:50.616490,REG000574,ST000146,CO000026,MN000011,REGISTERED,False,94,97,93
2026-07-30T21:22:50.616501,2026-07-30T21:22:50.616504,REG000575,ST000146,CO000027,MN000012,REGISTERED,False,90,90,95
2026-07-30T21:22:50.616515,2026-07-30T21:22:50.616518,REG000576,ST000146,CO000028,MN000013,REGISTERED,False,90,90,85
2026-07-30T21:22:50.616533,2026-07-30T21:22:50.616537,REG000577,ST000147,CO000025,MN000010,REGISTERED,False,94,90,92
2026-07-30T21:22:50.616548,2026-07-30T21:22:50.616552,REG000578,ST000147,CO000026,MN000011,REGISTERED,False,89,85,89
2026-07-30T21:22:50.616562,2026-07-30T21:22:50.616565,REG000579,ST000147,CO000027,MN000012,REGISTERED,False,84,87,82
2026-07-30T21:22:50.616575,2026-07-30T21:22:50.616578,REG000580,ST000147,CO000028,MN000013,REGISTERED,False,94,86,86
2026-07-30T21:22:50.616591,2026-07-30T21:22:50.616594,REG000581,ST000148,CO000025,MN000010,REGISTERED,False,100,90,87
2026-07-30T21:22:50.616603,2026-07-30T21:22:50.616607,REG000582,ST000148,CO000026,MN000011,REGISTERED,False,97,91,92
2026-07-30T21:22:50.616618,2026-07-30T21:22:50.616621,REG000583,ST000148,CO000027,MN000012,REGISTERED,False,94,95,86
2026-07-30T21:22:50.616632,2026-07-30T21:22:50.616635,REG000584,ST000148,CO000028,MN000013,REGISTERED,False,90,94,90
2026-07-30T21:22:50.616645,2026-07-30T21:22:50.616648,REG000585,ST000149,CO000025,MN000010,REGISTERED,False,22,23,7
2026-07-30T21:22:50.616658,2026-07-30T21:22:50.616661,REG000586,ST000149,CO000026,MN000011,CANCELLED,False,28,22,15
2026-07-30T21:22:50.616670,2026-07-30T21:22:50.616673,REG000587,ST000149,CO000027,MN000012,REGISTERED,False,32,36,30
2026-07-30T21:22:50.616683,2026-07-30T21:22:50.616687,REG000588,ST000149,CO000028,MN000013,REGISTERED,False,36,38,30
2026-07-30T21:22:50.616699,2026-07-30T21:22:50.616702,REG000589,ST000150,CO000025,MN000010,REGISTERED,False,93,84,82
2026-07-30T21:22:50.616713,2026-07-30T21:22:50.616717,REG000590,ST000150,CO000026,MN000011,REGISTERED,False,80,75,87
2026-07-30T21:22:50.616727,2026-07-30T21:22:50.616730,REG000591,ST000150,CO000027,MN000012,REGISTERED,False,91,89,83
2026-07-30T21:22:50.616741,2026-07-30T21:22:50.616745,REG000592,ST000150,CO000028,MN000013,REGISTERED,False,80,77,72
2026-07-30T21:22:50.616756,2026-07-30T21:22:50.616759,REG000593,ST000151,CO000025,MN000010,REGISTERED,False,55,51,40
2026-07-30T21:22:50.616771,2026-07-30T21:22:50.616775,REG000594,ST000151,CO000026,MN000011,REGISTERED,False,60,64,46
2026-07-30T21:22:50.616785,2026-07-30T21:22:50.616789,REG000595,ST000151,CO000027,MN000012,REGISTERED,False,66,61,61
2026-07-30T21:22:50.616799,2026-07-30T21:22:50.616803,REG000596,ST000151,CO000028,MN000013,REGISTERED,False,63,50,59
2026-07-30T21:22:50.616815,2026-07-30T21:22:50.616818,REG000597,ST000152,CO000025,MN000010,REGISTERED,False,80,72,67
2026-07-30T21:22:50.616832,2026-07-30T21:22:50.616836,REG000598,ST000152,CO000026,MN000011,REGISTERED,False,72,66,74
2026-07-30T21:22:50.616846,2026-07-30T21:22:50.616850,REG000599,ST000152,CO000027,MN000012,REGISTERED,False,84,72,78
2026-07-30T21:22:50.616868,2026-07-30T21:22:50.616873,REG000600,ST000152,CO000028,MN000013,REGISTERED,False,75,79,79
2026-07-30T21:22:50.616898,2026-07-30T21:22:50.616904,REG000601,ST000154,CO000025,MN000010,CANCELLED,False,49,45,34
2026-07-30T21:22:50.616917,2026-07-30T21:22:50.616921,REG000602,ST000154,CO000026,MN000011,REGISTERED,True,48,39,33
2026-07-30T21:22:50.616930,2026-07-30T21:22:50.616933,REG000603,ST000154,CO000027,MN000012,CANCELLED,False,21,22,20
2026-07-30T21:22:50.616942,2026-07-30T21:22:50.616945,REG000604,ST000154,CO000028,MN000013,REGISTERED,False,20,21,28
2026-07-30T21:22:50.616954,2026-07-30T21:22:50.616957,REG000605,ST000155,CO000025,MN000010,CANCELLED,False,55,51,62
2026-07-30T21:22:50.616968,2026-07-30T21:22:50.616971,REG000606,ST000155,CO000026,MN000011,REGISTERED,False,61,54,57
2026-07-30T21:22:50.616982,2026-07-30T21:22:50.616985,REG000607,ST000155,CO000027,MN000012,REGISTERED,False,75,69,60
2026-07-30T21:22:50.616996,2026-07-30T21:22:50.617001,REG000608,ST000155,CO000028,MN000013,REGISTERED,False,59,50,61
2026-07-30T21:22:50.617021,2026-07-30T21:22:50.617026,REG000609,ST000156,CO000025,MN000010,REGISTERED,False,79,63,66
2026-07-30T21:22:50.617038,2026-07-30T21:22:50.617042,REG000610,ST000156,CO000026,MN000011,REGISTERED,False,67,64,72
2026-07-30T21:22:50.617055,2026-07-30T21:22:50.617058,REG000611,ST000156,CO000027,MN000012,REGISTERED,False,84,75,75
2026-07-30T21:22:50.617071,2026-07-30T21:22:50.617074,REG000612,ST000156,CO000028,MN000013,REGISTERED,False,74,63,73
2026-07-30T21:22:50.617088,2026-07-30T21:22:50.617091,REG000613,ST000157,CO000025,MN000010,REGISTERED,False,98,90,94
2026-07-30T21:22:50.617113,2026-07-30T21:22:50.617117,REG000614,ST000157,CO000026,MN000011,REGISTERED,False,90,91,86
2026-07-30T21:22:50.617130,2026-07-30T21:22:50.617133,REG000615,ST000157,CO000027,MN000012,REGISTERED,False,100,98,85
2026-07-30T21:22:50.617146,2026-07-30T21:22:50.617149,REG000616,ST000157,CO000028,MN000013,REGISTERED,False,95,90,91
2026-07-30T21:22:50.617163,2026-07-30T21:22:50.617167,REG000617,ST000158,CO000025,MN000010,REGISTERED,False,83,75,78
2026-07-30T21:22:50.617179,2026-07-30T21:22:50.617182,REG000618,ST000158,CO000026,MN000011,REGISTERED,True,93,84,82
2026-07-30T21:22:50.617195,2026-07-30T21:22:50.617198,REG000619,ST000158,CO000027,MN000012,REGISTERED,False,92,79,82
2026-07-30T21:22:50.617211,2026-07-30T21:22:50.617215,REG000620,ST000158,CO000028,MN000013,REGISTERED,False,82,84,92
2026-07-30T21:22:50.617229,2026-07-30T21:22:50.617233,REG000621,ST000159,CO000025,MN000010,REGISTERED,False,65,60,65
2026-07-30T21:22:50.617245,2026-07-30T21:22:50.617249,REG000622,ST000159,CO000026,MN000011,REGISTERED,False,71,75,74
2026-07-30T21:22:50.617261,2026-07-30T21:22:50.617267,REG000623,ST000159,CO000027,MN000012,REGISTERED,False,66,67,63
2026-07-30T21:22:50.617280,2026-07-30T21:22:50.617284,REG000624,ST000159,CO000028,MN000013,REGISTERED,False,69,65,77
2026-07-30T21:22:50.617298,2026-07-30T21:22:50.617301,REG000625,ST000160,CO000025,MN000010,REGISTERED,True,57,52,47
2026-07-30T21:22:50.617313,2026-07-30T21:22:50.617317,REG000626,ST000160,CO000026,MN000011,REGISTERED,False,45,39,45
2026-07-30T21:22:50.617329,2026-07-30T21:22:50.617333,REG000627,ST000160,CO000027,MN000012,REGISTERED,False,64,49,49
2026-07-30T21:22:50.617345,2026-07-30T21:22:50.617349,REG000628,ST000160,CO000028,MN000013,REGISTERED,False,61,58,47
2026-07-30T21:22:50.617363,2026-07-30T21:22:50.617367,REG000629,ST000161,CO000025,MN000010,REGISTERED,False,82,75,86
2026-07-30T21:22:50.617379,2026-07-30T21:22:50.617382,REG000630,ST000161,CO000026,MN000011,REGISTERED,False,94,78,84
2026-07-30T21:22:50.617395,2026-07-30T21:22:50.617399,REG000631,ST000161,CO000027,MN000012,REGISTERED,False,89,76,80
2026-07-30T21:22:50.617412,2026-07-30T21:22:50.617415,REG000632,ST000161,CO000028,MN000013,REGISTERED,False,92,80,80
2026-07-30T21:22:50.617429,2026-07-30T21:22:50.617432,REG000633,ST000162,CO000025,MN000010,REGISTERED,False,69,70,62
2026-07-30T21:22:50.617444,2026-07-30T21:22:50.617448,REG000634,ST000162,CO000026,MN000011,REGISTERED,False,66,57,60
2026-07-30T21:22:50.617460,2026-07-30T21:22:50.617464,REG000635,ST000162,CO000027,MN000012,REGISTERED,False,59,52,59
2026-07-30T21:22:50.617476,2026-07-30T21:22:50.617480,REG000636,ST000162,CO000028,MN000013,REGISTERED,False,57,57,58
2026-07-30T21:22:50.617493,2026-07-30T21:22:50.617497,REG000637,ST000163,CO000025,MN000010,REGISTERED,False,85,78,71
2026-07-30T21:22:50.617510,2026-07-30T21:22:50.617513,REG000638,ST000163,CO000026,MN000011,REGISTERED,False,87,86,80
2026-07-30T21:22:50.617526,2026-07-30T21:22:50.617529,REG000639,ST000163,CO000027,MN000012,REGISTERED,False,87,84,78
2026-07-30T21:22:50.617543,2026-07-30T21:22:50.617546,REG000640,ST000163,CO000028,MN000013,REGISTERED,False,90,81,78
2026-07-30T21:22:50.617562,2026-07-30T21:22:50.617566,REG000641,ST000164,CO000025,MN000010,REGISTERED,False,91,89,86
2026-07-30T21:22:50.617592,2026-07-30T21:22:50.617596,REG000642,ST000164,CO000026,MN000011,REGISTERED,False,82,84,91
2026-07-30T21:22:50.617609,2026-07-30T21:22:50.617613,REG000643,ST000164,CO000027,MN000012,REGISTERED,False,86,77,92
2026-07-30T21:22:50.617626,2026-07-30T21:22:50.617629,REG000644,ST000164,CO000028,MN000013,REGISTERED,False,81,82,86
2026-07-30T21:22:50.617643,2026-07-30T21:22:50.617647,REG000645,ST000165,CO000025,MN000010,REGISTERED,False,79,70,78
2026-07-30T21:22:50.617661,2026-07-30T21:22:50.617664,REG000646,ST000165,CO000026,MN000011,CANCELLED,False,67,72,63
2026-07-30T21:22:50.617677,2026-07-30T21:22:50.617681,REG000647,ST000165,CO000027,MN000012,REGISTERED,False,85,73,78
2026-07-30T21:22:50.617694,2026-07-30T21:22:50.617697,REG000648,ST000165,CO000028,MN000013,REGISTERED,True,69,64,71
2026-07-30T21:22:50.617712,2026-07-30T21:22:50.617718,REG000649,ST000166,CO000025,MN000010,REGISTERED,False,72,66,62
2026-07-30T21:22:50.617731,2026-07-30T21:22:50.617735,REG000650,ST000166,CO000026,MN000011,REGISTERED,True,58,63,44
2026-07-30T21:22:50.617748,2026-07-30T21:22:50.617751,REG000651,ST000166,CO000027,MN000012,REGISTERED,False,61,50,65
2026-07-30T21:22:50.617764,2026-07-30T21:22:50.617768,REG000652,ST000166,CO000028,MN000013,REGISTERED,False,74,54,64
2026-07-30T21:22:50.617782,2026-07-30T21:22:50.617785,REG000653,ST000167,CO000025,MN000010,REGISTERED,False,85,65,79
2026-07-30T21:22:50.617798,2026-07-30T21:22:50.617802,REG000654,ST000167,CO000026,MN000011,REGISTERED,False,79,68,73
2026-07-30T21:22:50.617815,2026-07-30T21:22:50.617818,REG000655,ST000167,CO000027,MN000012,REGISTERED,False,82,70,76
2026-07-30T21:22:50.617831,2026-07-30T21:22:50.617835,REG000656,ST000167,CO000028,MN000013,REGISTERED,False,68,69,63
2026-07-30T21:22:50.617849,2026-07-30T21:22:50.617853,REG000657,ST000168,CO000025,MN000010,REGISTERED,False,74,78,67
2026-07-30T21:22:50.617866,2026-07-30T21:22:50.617869,REG000658,ST000168,CO000026,MN000011,REGISTERED,False,71,74,77
2026-07-30T21:22:50.617882,2026-07-30T21:22:50.617885,REG000659,ST000168,CO000027,MN000012,REGISTERED,False,69,74,73
2026-07-30T21:22:50.617899,2026-07-30T21:22:50.617902,REG000660,ST000168,CO000028,MN000013,REGISTERED,False,67,60,61
2026-07-30T21:22:50.617916,2026-07-30T21:22:50.617920,REG000661,ST000169,CO000025,MN000010,REGISTERED,False,75,60,63
2026-07-30T21:22:50.617933,2026-07-30T21:22:50.617936,REG000662,ST000169,CO000026,MN000011,REGISTERED,True,55,60,58
2026-07-30T21:22:50.617949,2026-07-30T21:22:50.617952,REG000663,ST000169,CO000027,MN000012,CANCELLED,False,57,50,46
2026-07-30T21:22:50.617965,2026-07-30T21:22:50.617969,REG000664,ST000169,CO000028,MN000013,REGISTERED,False,62,60,55
2026-07-30T21:22:50.617986,2026-07-30T21:22:50.617989,REG000665,ST000170,CO000025,MN000010,REGISTERED,False,81,66,74
2026-07-30T21:22:50.618002,2026-07-30T21:22:50.618006,REG000666,ST000170,CO000026,MN000011,REGISTERED,False,82,71,68
2026-07-30T21:22:50.618019,2026-07-30T21:22:50.618022,REG000667,ST000170,CO000027,MN000012,REGISTERED,False,67,71,54
2026-07-30T21:22:50.618035,2026-07-30T21:22:50.618039,REG000668,ST000170,CO000028,MN000013,REGISTERED,False,69,60,79
2026-07-30T21:22:50.618052,2026-07-30T21:22:50.618056,REG000669,ST000171,CO000025,MN000010,REGISTERED,False,72,68,74
2026-07-30T21:22:50.618069,2026-07-30T21:22:50.618072,REG000670,ST000171,CO000026,MN000011,REGISTERED,False,73,75,59
2026-07-30T21:22:50.618086,2026-07-30T21:22:50.618089,REG000671,ST000171,CO000027,MN000012,REGISTERED,False,79,67,79
2026-07-30T21:22:50.618110,2026-07-30T21:22:50.618112,REG000672,ST000171,CO000028,MN000013,REGISTERED,False,75,68,62
2026-07-30T21:22:50.618120,2026-07-30T21:22:50.618122,REG000673,ST000172,CO000025,MN000010,REGISTERED,False,98,95,90
2026-07-30T21:22:50.618131,2026-07-30T21:22:50.618135,REG000674,ST000172,CO000026,MN000011,REGISTERED,False,96,94,98
2026-07-30T21:22:50.618142,2026-07-30T21:22:50.618144,REG000675,ST000172,CO000027,MN000012,REGISTERED,False,97,98,94
2026-07-30T21:22:50.618149,2026-07-30T21:22:50.618151,REG000676,ST000172,CO000028,MN000013,REGISTERED,False,95,90,87
2026-07-30T21:22:50.618160,2026-07-30T21:22:50.618162,REG000677,ST000173,CO000025,MN000010,REGISTERED,False,80,61,70
2026-07-30T21:22:50.618168,2026-07-30T21:22:50.618170,REG000678,ST000173,CO000026,MN000011,REGISTERED,False,66,71,51
2026-07-30T21:22:50.618175,2026-07-30T21:22:50.618177,REG000679,ST000173,CO000027,MN000012,CANCELLED,False,83,67,69
2026-07-30T21:22:50.618183,2026-07-30T21:22:50.618185,REG000680,ST000173,CO000028,MN000013,REGISTERED,False,74,67,67
2026-07-30T21:22:50.618191,2026-07-30T21:22:50.618193,REG000681,ST000174,CO000025,MN000010,REGISTERED,False,83,87,87
2026-07-30T21:22:50.618199,2026-07-30T21:22:50.618201,REG000682,ST000174,CO000026,MN000011,REGISTERED,False,90,82,87
2026-07-30T21:22:50.618207,2026-07-30T21:22:50.618209,REG000683,ST000174,CO000027,MN000012,REGISTERED,False,83,86,88
2026-07-30T21:22:50.618214,2026-07-30T21:22:50.618216,REG000684,ST000174,CO000028,MN000013,REGISTERED,False,92,88,84
2026-07-30T21:22:50.618223,2026-07-30T21:22:50.618224,REG000685,ST000175,CO000025,MN000010,REGISTERED,False,81,71,78
