created_at,updated_at,marks_id,registration_id,cie_marks,see_marks,total_marks,grade_letter,grade_point,credit_points,credits_registered,credits_earned,result
2026-07-30T21:22:50.637553,2026-07-30T21:22:50.637555,MK000449,REG000478,21,38,59,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.637562,2026-07-30T21:22:50.637564,MK000450,REG000479,16,56,72,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637571,2026-07-30T21:22:50.637573,MK000451,REG000480,14,33,47,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.637580,2026-07-30T21:22:50.637582,MK000452,REG000481,24,58,82,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.637591,2026-07-30T21:22:50.637593,MK000453,REG000482,19,53,72,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637604,2026-07-30T21:22:50.637608,MK000454,REG000483,19,60,79,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637616,2026-07-30T21:22:50.637618,MK000455,REG000484,21,53,74,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637627,2026-07-30T21:22:50.637629,MK000456,REG000485,14,50,64,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.637637,2026-07-30T21:22:50.637639,MK000457,REG000486,16,31,47,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.637647,2026-07-30T21:22:50.637649,MK000458,REG000487,15,34,49,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.637656,2026-07-30T21:22:50.637658,MK000459,REG000488,24,44,68,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.637665,2026-07-30T21:22:50.637667,MK000460,REG000489,21,50,71,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637674,2026-07-30T21:22:50.637676,MK000461,REG000490,10,42,52,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.637684,2026-07-30T21:22:50.637686,MK000462,REG000491,10,37,47,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.637692,2026-07-30T21:22:50.637694,MK000463,REG000492,23,50,73,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637701,2026-07-30T21:22:50.637703,MK000464,REG000493,9,44,53,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.637712,2026-07-30T21:22:50.637713,MK000465,REG000494,15,46,61,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.637720,2026-07-30T21:22:50.637722,MK000466,REG000495,10,42,52,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.637729,2026-07-30T21:22:50.637731,MK000467,REG000496,17,33,50,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.637738,2026-07-30T21:22:50.637740,MK000468,REG000497,25,62,87,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.637748,2026-07-30T21:22:50.637750,MK000469,REG000498,19,56,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637773,2026-07-30T21:22:50.637776,MK000470,REG000499,22,60,82,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.637783,2026-07-30T21:22:50.637785,MK000471,REG000500,22,62,84,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.637792,2026-07-30T21:22:50.637794,MK000472,REG000501,25,58,83,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.637802,2026-07-30T21:22:50.637804,MK000473,REG000502,18,54,72,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637815,2026-07-30T21:22:50.637817,MK000474,REG000503,19,63,82,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.637825,2026-07-30T21:22:50.637827,MK000475,REG000504,26,49,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637835,2026-07-30T21:22:50.637837,MK000476,REG000505,22,35,57,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.637844,2026-07-30T21:22:50.637846,MK000477,REG000506,16,49,65,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.637853,2026-07-30T21:22:50.637855,MK000478,REG000507,13,43,56,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.637862,2026-07-30T21:22:50.637864,MK000479,REG000509,25,51,76,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637871,2026-07-30T21:22:50.637873,MK000480,REG000510,18,60,78,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637880,2026-07-30T21:22:50.637882,MK000481,REG000511,28,64,92,O,10,40.0,4.0,4.0,PASS
2026-07-30T21:22:50.637892,2026-07-30T21:22:50.637895,MK000482,REG000512,25,48,73,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637920,2026-07-30T21:22:50.637922,MK000483,REG000513,13,33,46,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.637930,2026-07-30T21:22:50.637932,MK000484,REG000514,13,47,60,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.637939,2026-07-30T21:22:50.637942,MK000485,REG000515,19,45,64,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.637950,2026-07-30T21:22:50.637952,MK000486,REG000517,16,58,74,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637959,2026-07-30T21:22:50.637962,MK000487,REG000518,16,58,74,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.637969,2026-07-30T21:22:50.637971,MK000488,REG000519,12,44,56,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.637979,2026-07-30T21:22:50.637981,MK000489,REG000520,17,41,58,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.637993,2026-07-30T21:22:50.637995,MK000490,REG000521,28,61,89,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638003,2026-07-30T21:22:50.638006,MK000491,REG000522,20,51,71,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638013,2026-07-30T21:22:50.638015,MK000492,REG000523,24,55,79,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638022,2026-07-30T21:22:50.638025,MK000493,REG000524,21,59,80,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638033,2026-07-30T21:22:50.638035,MK000494,REG000525,17,46,63,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.638043,2026-07-30T21:22:50.638048,MK000495,REG000526,23,42,65,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.638056,2026-07-30T21:22:50.638058,MK000496,REG000527,16,31,47,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.638065,2026-07-30T21:22:50.638067,MK000497,REG000528,14,36,50,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.638075,2026-07-30T21:22:50.638077,MK000498,REG000529,12,47,59,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.638085,2026-07-30T21:22:50.638087,MK000499,REG000531,16,28,44,P,4,16.0,4.0,4.0,PASS
2026-07-30T21:22:50.638095,2026-07-30T21:22:50.638114,MK000500,REG000532,17,49,66,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.638127,2026-07-30T21:22:50.638130,MK000501,REG000533,20,57,77,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638138,2026-07-30T21:22:50.638141,MK000502,REG000534,28,45,73,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638149,2026-07-30T21:22:50.638151,MK000503,REG000535,20,63,83,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638159,2026-07-30T21:22:50.638161,MK000504,REG000536,26,53,79,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638168,2026-07-30T21:22:50.638170,MK000505,REG000537,26,49,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638178,2026-07-30T21:22:50.638180,MK000506,REG000538,27,50,77,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638188,2026-07-30T21:22:50.638190,MK000507,REG000539,22,45,67,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.638197,2026-07-30T21:22:50.638199,MK000508,REG000540,25,50,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638207,2026-07-30T21:22:50.638209,MK000509,REG000541,11,37,48,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.638221,2026-07-30T21:22:50.638223,MK000510,REG000542,12,53,65,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.638231,2026-07-30T21:22:50.638233,MK000511,REG000543,24,41,65,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.638241,2026-07-30T21:22:50.638243,MK000512,REG000545,28,69,97,O,10,40.0,4.0,4.0,PASS
2026-07-30T21:22:50.638250,2026-07-30T21:22:50.638252,MK000513,REG000546,24,56,80,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638259,2026-07-30T21:22:50.638262,MK000514,REG000547,26,59,85,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638270,2026-07-30T21:22:50.638273,MK000515,REG000548,27,62,89,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638286,2026-07-30T21:22:50.638290,MK000516,REG000549,7,2,9,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.638307,2026-07-30T21:22:50.638311,MK000517,REG000550,6,10,16,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.638326,2026-07-30T21:22:50.638330,MK000518,REG000552,5,3,8,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.638343,2026-07-30T21:22:50.638346,MK000519,REG000553,27,48,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638359,2026-07-30T21:22:50.638363,MK000520,REG000554,28,60,88,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638377,2026-07-30T21:22:50.638392,MK000521,REG000555,21,55,76,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638431,2026-07-30T21:22:50.638437,MK000522,REG000556,24,51,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638452,2026-07-30T21:22:50.638457,MK000523,REG000557,19,58,77,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638470,2026-07-30T21:22:50.638477,MK000524,REG000558,17,57,74,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638488,2026-07-30T21:22:50.638491,MK000525,REG000559,20,55,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638503,2026-07-30T21:22:50.638506,MK000526,REG000560,20,52,72,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638521,2026-07-30T21:22:50.638524,MK000527,REG000561,10,41,51,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.638538,2026-07-30T21:22:50.638543,MK000528,REG000563,15,34,49,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.638558,2026-07-30T21:22:50.638561,MK000529,REG000564,9,48,57,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.638576,2026-07-30T21:22:50.638580,MK000530,REG000565,28,48,76,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638597,2026-07-30T21:22:50.638600,MK000531,REG000566,24,64,88,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638613,2026-07-30T21:22:50.638616,MK000532,REG000567,20,56,76,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638627,2026-07-30T21:22:50.638629,MK000533,REG000568,19,62,81,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638641,2026-07-30T21:22:50.638644,MK000534,REG000569,25,59,84,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638656,2026-07-30T21:22:50.638659,MK000535,REG000570,29,60,89,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638673,2026-07-30T21:22:50.638677,MK000536,REG000571,26,66,92,O,10,40.0,4.0,4.0,PASS
2026-07-30T21:22:50.638688,2026-07-30T21:22:50.638692,MK000537,REG000572,28,59,87,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638734,2026-07-30T21:22:50.638745,MK000538,REG000573,27,70,97,O,10,40.0,4.0,4.0,PASS
2026-07-30T21:22:50.638766,2026-07-30T21:22:50.638770,MK000539,REG000574,28,59,87,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638785,2026-07-30T21:22:50.638790,MK000540,REG000575,26,63,89,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638805,2026-07-30T21:22:50.638809,MK000541,REG000576,30,57,87,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638830,2026-07-30T21:22:50.638833,MK000542,REG000577,26,59,85,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638871,2026-07-30T21:22:50.638886,MK000543,REG000578,19,52,71,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.638944,2026-07-30T21:22:50.638947,MK000544,REG000579,20,64,84,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638959,2026-07-30T21:22:50.638963,MK000545,REG000580,28,58,86,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.638977,2026-07-30T21:22:50.638988,MK000546,REG000581,25,57,82,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.639005,2026-07-30T21:22:50.639009,MK000547,REG000582,27,59,86,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.639022,2026-07-30T21:22:50.639026,MK000548,REG000583,28,68,96,O,10,40.0,4.0,4.0,PASS
2026-07-30T21:22:50.639037,2026-07-30T21:22:50.639040,MK000549,REG000584,30,62,92,O,10,40.0,4.0,4.0,PASS
2026-07-30T21:22:50.639056,2026-07-30T21:22:50.639060,MK000550,REG000585,12,12,24,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.639072,2026-07-30T21:22:50.639075,MK000551,REG000587,11,29,40,P,4,16.0,4.0,4.0,PASS
2026-07-30T21:22:50.639089,2026-07-30T21:22:50.639093,MK000552,REG000588,2,26,28,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.639135,2026-07-30T21:22:50.639142,MK000553,REG000589,20,62,82,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.639177,2026-07-30T21:22:50.639186,MK000554,REG000590,26,64,90,O,10,40.0,4.0,4.0,PASS
2026-07-30T21:22:50.639207,2026-07-30T21:22:50.639211,MK000555,REG000591,20,55,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.639227,2026-07-30T21:22:50.639229,MK000556,REG000592,25,54,79,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.639238,2026-07-30T21:22:50.639240,MK000557,REG000593,12,33,45,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.639253,2026-07-30T21:22:50.639256,MK000558,REG000594,12,28,40,P,4,16.0,4.0,4.0,PASS
2026-07-30T21:22:50.639269,2026-07-30T21:22:50.639273,MK000559,REG000595,13,44,57,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.639289,2026-07-30T21:22:50.639292,MK000560,REG000596,18,31,49,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.639306,2026-07-30T21:22:50.639309,MK000561,REG000597,18,34,52,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.639324,2026-07-30T21:22:50.639328,MK000562,REG000598,13,35,48,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.639340,2026-07-30T21:22:50.639343,MK000563,REG000599,12,33,45,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.639355,2026-07-30T21:22:50.639358,MK000564,REG000600,19,46,65,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.639372,2026-07-30T21:22:50.639376,MK000565,REG000602,10,27,37,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.639389,2026-07-30T21:22:50.639393,MK000566,REG000604,3,9,12,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.639415,2026-07-30T21:22:50.639418,MK000567,REG000606,9,41,50,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.639427,2026-07-30T21:22:50.639431,MK000568,REG000607,16,31,47,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.639442,2026-07-30T21:22:50.639446,MK000569,REG000608,18,47,65,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.639459,2026-07-30T21:22:50.639462,MK000570,REG000609,16,36,52,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.639475,2026-07-30T21:22:50.639479,MK000571,REG000610,18,51,69,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.639502,2026-07-30T21:22:50.639507,MK000572,REG000611,20,36,56,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.639520,2026-07-30T21:22:50.639522,MK000573,REG000612,13,48,61,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.639535,2026-07-30T21:22:50.639538,MK000574,REG000613,24,69,93,O,10,40.0,4.0,4.0,PASS
2026-07-30T21:22:50.639551,2026-07-30T21:22:50.639554,MK000575,REG000614,28,56,84,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.639566,2026-07-30T21:22:50.639569,MK000576,REG000615,25,61,86,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.639580,2026-07-30T21:22:50.639583,MK000577,REG000616,30,63,93,O,10,40.0,4.0,4.0,PASS
2026-07-30T21:22:50.639609,2026-07-30T21:22:50.639622,MK000578,REG000617,28,55,83,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.639663,2026-07-30T21:22:50.639726,MK000579,REG000618,22,45,67,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.639762,2026-07-30T21:22:50.639768,MK000580,REG000619,18,59,77,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.639786,2026-07-30T21:22:50.639791,MK000581,REG000620,24,63,87,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.639811,2026-07-30T21:22:50.639818,MK000582,REG000621,17,57,74,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.639829,2026-07-30T21:22:50.639831,MK000583,REG000622,14,38,52,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.639838,2026-07-30T21:22:50.639841,MK000584,REG000623,14,58,72,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.639848,2026-07-30T21:22:50.639850,MK000585,REG000624,19,54,73,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.639858,2026-07-30T21:22:50.639860,MK000586,REG000625,4,36,40,P,4,16.0,4.0,4.0,PASS
2026-07-30T21:22:50.639868,2026-07-30T21:22:50.639870,MK000587,REG000626,8,21,29,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.639877,2026-07-30T21:22:50.639880,MK000588,REG000627,10,30,40,P,4,16.0,4.0,4.0,PASS
2026-07-30T21:22:50.639887,2026-07-30T21:22:50.639889,MK000589,REG000628,5,27,32,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.639897,2026-07-30T21:22:50.639899,MK000590,REG000629,23,54,77,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.639915,2026-07-30T21:22:50.639920,MK000591,REG000630,25,63,88,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.639932,2026-07-30T21:22:50.639935,MK000592,REG000631,22,47,69,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.639947,2026-07-30T21:22:50.639950,MK000593,REG000632,24,50,74,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.639965,2026-07-30T21:22:50.639968,MK000594,REG000633,17,37,54,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.639989,2026-07-30T21:22:50.639994,MK000595,REG000634,13,39,52,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640012,2026-07-30T21:22:50.640015,MK000596,REG000635,14,32,46,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.640023,2026-07-30T21:22:50.640028,MK000597,REG000636,11,47,58,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640036,2026-07-30T21:22:50.640039,MK000598,REG000637,23,58,81,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.640046,2026-07-30T21:22:50.640048,MK000599,REG000638,20,56,76,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640055,2026-07-30T21:22:50.640057,MK000600,REG000639,25,50,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640065,2026-07-30T21:22:50.640067,MK000601,REG000640,18,60,78,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640077,2026-07-30T21:22:50.640080,MK000602,REG000641,20,62,82,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.640087,2026-07-30T21:22:50.640090,MK000603,REG000642,23,56,79,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640110,2026-07-30T21:22:50.640117,MK000604,REG000643,28,47,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640128,2026-07-30T21:22:50.640130,MK000605,REG000644,26,48,74,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640138,2026-07-30T21:22:50.640140,MK000606,REG000645,14,35,49,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.640148,2026-07-30T21:22:50.640150,MK000607,REG000647,15,37,52,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640157,2026-07-30T21:22:50.640159,MK000608,REG000648,14,57,71,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640166,2026-07-30T21:22:50.640169,MK000609,REG000649,13,39,52,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640176,2026-07-30T21:22:50.640178,MK000610,REG000650,16,36,52,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640186,2026-07-30T21:22:50.640188,MK000611,REG000651,8,30,38,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.640196,2026-07-30T21:22:50.640198,MK000612,REG000652,9,47,56,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640205,2026-07-30T21:22:50.640208,MK000613,REG000653,20,30,50,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640345,2026-07-30T21:22:50.640348,MK000614,REG000654,18,35,53,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640356,2026-07-30T21:22:50.640358,MK000615,REG000655,22,44,66,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.640365,2026-07-30T21:22:50.640367,MK000616,REG000656,14,52,66,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.640378,2026-07-30T21:22:50.640381,MK000617,REG000657,23,57,80,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.640388,2026-07-30T21:22:50.640391,MK000618,REG000658,22,34,56,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640398,2026-07-30T21:22:50.640400,MK000619,REG000659,11,41,52,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640407,2026-07-30T21:22:50.640409,MK000620,REG000660,22,57,79,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640417,2026-07-30T21:22:50.640419,MK000621,REG000661,15,46,61,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.640426,2026-07-30T21:22:50.640429,MK000622,REG000662,10,39,49,C,5,20.0,4.0,4.0,PASS
2026-07-30T21:22:50.640439,2026-07-30T21:22:50.640445,MK000623,REG000664,12,32,44,P,4,16.0,4.0,4.0,PASS
2026-07-30T21:22:50.640464,2026-07-30T21:22:50.640467,MK000624,REG000665,11,39,50,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640479,2026-07-30T21:22:50.640483,MK000625,REG000666,14,40,54,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640490,2026-07-30T21:22:50.640492,MK000626,REG000667,11,44,55,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640499,2026-07-30T21:22:50.640501,MK000627,REG000668,21,56,77,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640509,2026-07-30T21:22:50.640511,MK000628,REG000669,24,47,71,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640518,2026-07-30T21:22:50.640520,MK000629,REG000670,21,32,53,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640527,2026-07-30T21:22:50.640530,MK000630,REG000671,20,37,57,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640537,2026-07-30T21:22:50.640539,MK000631,REG000672,24,57,81,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.640546,2026-07-30T21:22:50.640548,MK000632,REG000673,25,69,94,O,10,40.0,4.0,4.0,PASS
2026-07-30T21:22:50.640555,2026-07-30T21:22:50.640558,MK000633,REG000674,29,57,86,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.640565,2026-07-30T21:22:50.640567,MK000634,REG000675,30,57,87,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.640574,2026-07-30T21:22:50.640576,MK000635,REG000676,27,55,82,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.640584,2026-07-30T21:22:50.640586,MK000636,REG000677,21,32,53,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640593,2026-07-30T21:22:50.640595,MK000637,REG000678,18,35,53,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640603,2026-07-30T21:22:50.640605,MK000638,REG000680,23,44,67,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.640629,2026-07-30T21:22:50.640632,MK000639,REG000681,21,54,75,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640643,2026-07-30T21:22:50.640646,MK000640,REG000682,25,57,82,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.640658,2026-07-30T21:22:50.640661,MK000641,REG000683,28,54,82,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.640672,2026-07-30T21:22:50.640675,MK000642,REG000684,22,60,82,A+,9,36.0,4.0,4.0,PASS
2026-07-30T21:22:50.640685,2026-07-30T21:22:50.640689,MK000643,REG000685,20,53,73,A,8,32.0,4.0,4.0,PASS
2026-07-30T21:22:50.640699,2026-07-30T21:22:50.640702,MK000644,REG000686,10,46,56,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640713,2026-07-30T21:22:50.640716,MK000645,REG000687,21,44,65,B+,7,28.0,4.0,4.0,PASS
2026-07-30T21:22:50.640727,2026-07-30T21:22:50.640730,MK000646,REG000688,11,40,51,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640741,2026-07-30T21:22:50.640744,MK000647,REG000689,6,11,17,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.640755,2026-07-30T21:22:50.640762,MK000648,REG000690,1,2,3,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.640773,2026-07-30T21:22:50.640776,MK000649,REG000691,7,29,36,F,0,0.0,4.0,0.0,FAIL
2026-07-30T21:22:50.640787,2026-07-30T21:22:50.640791,MK000650,REG000693,12,46,58,B,6,24.0,4.0,4.0,PASS
2026-07-30T21:22:50.640805,2026-07-30T21:22:50.640809,MK000651,REG000694,14,54,68,B+,7,28.0,4.0,4.0,PASS
